"","DBA","BUILDING","STREET","ZIPCODE","PHONE","CUISINE.DESCRIPTION","GRADE","ADDRESS","lon","lat"
"574","BOULEVARD BISTRO","239","LENOX AVENUE",10027,"2126786200","American",NA,"239, LENOX AVENUE, New York, NY",-73.9472847,40.8058894
"575","242 CAFE BAKERY","242","CANAL STREET",10013,"2123432505","Chinese",NA,"242, CANAL STREET, New York, NY",-74.0003229,40.717973
"576","TWO BOOTS","625","9 AVENUE",10036,"2129562668","Pizza",NA,"625, 9 AVENUE, New York, NY",NA,NA
"577","LABELLA FERRARA","108","MULBERRY STREET",10013,"2129667867","Bakery",NA,"108, MULBERRY STREET, New York, NY",NA,NA
"578","MAROO","1640","3RD AVE",10128,"2128317000","Korean","A","1640, 3RD AVE, New York, NY",NA,NA
"579","WALDY'S WOOD FIRED PIZZA & PENNE","800","6 AVENUE",10001,"2122135042","Pizza","A","800, 6 AVENUE, New York, NY",-73.9905429,40.7455085
"580","ED'S LOBSTER BAR","222","LAFAYETTE STREET",10012,"2123433236","Seafood",NA,"222, LAFAYETTE STREET, New York, NY",-73.9976257,40.7220993
"581","BAR 13","35","EAST   13 STREET",10003,"2129796677","American",NA,"35, EAST   13 STREET, New York, NY",-73.9920185,40.7345809
"582","SING KEE SEAFOOD RESTAURANT","42","BOWERY",10013,"2122338666","Chinese",NA,"42, BOWERY, New York, NY",-73.9967993,40.7155713
"583","TACORIA MEZA","95","7 AVENUE SOUTH",10014,"2122551980","Mexican",NA,"95, 7 AVENUE SOUTH, New York, NY",NA,NA
"584","PATISSERIE DES AMBASSADES","2200","FREDERICK DOUGLASS BOULEVARD",10026,"2126660078","French","A","2200, FREDERICK DOUGLASS BOULEVARD, New York, NY",-73.9537925,40.8060722
"585","PEACE FOOD CAFE","460","AMSTERDAM AVENUE",10024,"2123622266","American","A","460, AMSTERDAM AVENUE, New York, NY",NA,NA
"586","UMA TEMAKERIA","64","7TH AVE",10011,"6463603260","Japanese","A","64, 7TH AVE, New York, NY",NA,NA
"587","NOURISH KITCHEN + TABLE","95","GREENWICH AVENUE",10014,"2122426115","American","A","95, GREENWICH AVENUE, New York, NY",NA,NA
"588","DUNKIN' DONUTS","149","CANAL STREET",10002,"2127758310","American","A","149, CANAL STREET, New York, NY",NA,NA
"589","LITTLE BAMBOO","175","LENOX AVE",10026,"6466829526","Thai","A","175, LENOX AVE, New York, NY",NA,NA
"590",".TAO","92","9TH AVE",10011,"2128882724","Asian",NA,"92, 9TH AVE, New York, NY",NA,NA
"591","AMC THEATRES","312","W 34TH ST",10001,"2122444556","American","A","312, W 34TH ST, New York, NY",NA,NA
"592","DORRIAN'S RED HAND RESTAURANT","1616","2 AVENUE",10028,"2127726660","Irish",NA,"1616, 2 AVENUE, New York, NY",NA,NA
"593","GREAT TASTE BAKERY","3335","CATHERINE STREET",10038,"6466424110","Bakery",NA,"3335, CATHERINE STREET, New York, NY",NA,NA
"594","CAFE CLASSICO","35","WEST   57 STREET",10019,"2123555411","Jewish/Kosher",NA,"35, WEST   57 STREET, New York, NY",-73.9758614,40.7640238
"595","LIONS HEAD TAVERN","995","AMSTERDAM AVENUE",10025,"2128661030","Armenian","A","995, AMSTERDAM AVENUE, New York, NY",-73.964054,40.8021538
"596","CAMPAGNOLA RESTAURANT","1382","1ST AVE",10021,"2128611102","Italian",NA,"1382, 1ST AVE, New York, NY",-73.954818,40.768811
"597","YURA'S BLUE PLATE","2248","1ST AVE",10029,"8036061075","American","A","2248, 1ST AVE, New York, NY",NA,NA
"598","PERA MEDITERRANEAN BRASSERIE","303","MADISON AVENUE",10017,"2128786301","Mediterranean","A","303, MADISON AVENUE, New York, NY",NA,NA
"599","GOLDEN BOWL RESTAURANT","51","DIVISION ST",10002,"9178067488","Chinese","B","51, DIVISION ST, New York, NY",-73.9950932,40.7141237
"600","THE WINSLOW","243","E 14TH ST",10003,"2127777717","American",NA,"243, E 14TH ST, New York, NY",NA,NA
"601","NINOS 46","39","WEST   46 STREET",10036,"2127194015","Italian","B","39, WEST   46 STREET, New York, NY",-73.9805121,40.7568955
"602","KASBAH BBQ & GRILL","251","WEST   85 STREET",10024,"2124961500","Jewish/Kosher","A","251, WEST   85 STREET, New York, NY",-73.9774474,40.7879909
"603","A & C KITCHEN","134136","AVENUE C",10009,"2126778112","Chinese",NA,"134136, AVENUE C, New York, NY",-73.9779669,40.7250096
"604","40/40 CLUB","6","WEST   25 STREET",10010,"2128324040","American",NA,"6, WEST   25 STREET, New York, NY",-73.989694,40.7430507
"605","BLACK STONE COFFEE ROASTERS","502","HUDSON ST",10014,"2129896131","American",NA,"502, HUDSON ST, New York, NY",NA,NA
"606","THE TANGLED VINE","434","AMSTERDAM AVENUE",10024,"6468633896","Mediterranean",NA,"434, AMSTERDAM AVENUE, New York, NY",NA,NA
"607","BREADS BAKERY","1890","BROADWAY",10023,"2126971463","Bakery","A","1890, BROADWAY, New York, NY",-73.9818079,40.7710295
"608","DELMONICOS","56","BEAVER STREET",10004,"2125190144","Italian",NA,"56, BEAVER STREET, New York, NY",-74.0105948,40.7049925
"609","MORNINGSTAR RESTAURANT","949","2 AVENUE",10022,"2125881050","American",NA,"949, 2 AVENUE, New York, NY",NA,NA
"610","TANOSHI SUSHI SAKI BAR","1372","YORK AVENUE",10021,"6467279056","Japanese","B","1372, YORK AVENUE, New York, NY",-73.9528324,40.7675668
"611","CASCABEL TAQUERIA","2799","BROADWAY",10025,"2126651500","Mexican",NA,"2799, BROADWAY, New York, NY",-73.9680575,40.8028278
"612","1 STOP PATTY SHOP","1708","AMSTERDAM AVENUE",10031,"2124917466","Bakery","C","1708, AMSTERDAM AVENUE, New York, NY",-73.9480179,40.8249794
"613","Pick-A-Bagel","1101","LEXINGTON AVE",10075,"2125176590","Bagels/Pretzels",NA,"1101, LEXINGTON AVE, New York, NY",-73.9595169,40.7736196
"614","HUDSON BAR AND BOOKS","636","HUDSON STREET",10014,"2122292642","American",NA,"636, HUDSON STREET, New York, NY",NA,NA
"615","$1 PIZZA $2 BEER","95","MACDOUGAL STREET",10012,"2122555090","Pizza","A","95, MACDOUGAL STREET, New York, NY",-74.0011607,40.7295512
"616","BELLA NAPOLI","130","MADISON AVENUE",10016,"2126834510","Pizza/Italian",NA,"130, MADISON AVENUE, New York, NY",-73.9847247,40.7457893
"617","MUI KITCHEN & BAR","10","WEST   32 STREET",10001,"2122441900","Asian","B","10, WEST   32 STREET, New York, NY",NA,NA
"618","B-SIDE","204","AVENUE B",10009,"2124754600","American",NA,"204, AVENUE B, New York, NY",-73.9789855,40.7284515
"619","CHIPOTLE MEXICAN GRILL","283","7 AVENUE",10001,"2126456270","Tex-Mex",NA,"283, 7 AVENUE, New York, NY",-73.9939535,40.7460757
"620","JG Mellon","89","MACDOUGAL ST",10012,"2124600900","American",NA,"89, MACDOUGAL ST, New York, NY",-74.0014821,40.7290176
"621","CELLINI","65","EAST   54 STREET",10022,"2127511555","Italian","A","65, EAST   54 STREET, New York, NY",-73.9726837,40.7601251
"622","KUNG FU KITCHEN","610","8TH AVE",10018,"2129511935","Chinese",NA,"610, 8TH AVE, New York, NY",-73.9906473,40.7555457
"623","MARIES CRISIS CAFE","59","GROVE STREET",10014,"2122439323","American","A","59, GROVE STREET, New York, NY",-74.0033988,40.7332373
"624","CAPITALE","130","BOWERY",10013,"2123345500","Continental",NA,"130, BOWERY, New York, NY",-73.9949422,40.7188561
"625","FINANCIER PATISSERIE","62","STONE STREET",10004,"2123445600","French","A","62, STONE STREET, New York, NY",NA,NA
"626","MARCONY","184","LEXINGTON AVENUE",10016,"6468376020","Italian","A","184, LEXINGTON AVENUE, New York, NY",-73.9811205,40.744911
"627","EL CAPRI RESTAURANT","1342","ST NICHOLAS AVENUE",10033,"2127403110","Spanish","A","1342, ST NICHOLAS AVENUE, New York, NY",NA,NA
"628","FUKUROU","87","MACDOUGAL STREET",10012,"2123880013","Japanese","A","87, MACDOUGAL STREET, New York, NY",-74.0015073,40.7289445
"629","REVISION","219","AVENUE B",10009,"6464907271","American","B","219, AVENUE B, New York, NY",-73.9782049,40.7288812
"630","ALIDORO","18","E 39TH ST",10016,"6466924330","Italian",NA,"18, E 39TH ST, New York, NY",-73.9813123,40.7509872
"631","ISE MENKUI-TEI","58","WEST   56 STREET",10019,"2127078702","Japanese","A","58, WEST   56 STREET, New York, NY",-73.9771711,40.7633128
"632","BARRE CAFE AT STEPS","2121","BROADWAY",10023,"2128742410","Caf̩/Coffee/Tea",NA,"2121, BROADWAY, New York, NY",-73.9818092,40.7806256
"633","SANATORIUM","14","AVENUE C",10009,"2126140300","Other",NA,"14, AVENUE C, New York, NY",-73.9807793,40.7210101
"634","AROME","325","BROADWAY",10007,"2122337447","American",NA,"325, BROADWAY, New York, NY",-74.0050501,40.7161502
"635","THE ROOSEVELT HOTEL","45","EAST   45 STREET",10017,"2128856076","American","A","45, EAST   45 STREET, New York, NY",-73.9774787,40.7547501
"636","AGAVE","140","7 AVENUE SOUTH",10014,"2129892100","Mexican",NA,"140, 7 AVENUE SOUTH, New York, NY",-74.0024003,40.734785
"637","STARBUCKS","340","MADISON AVENUE",10173,"2128670928","Caf̩/Coffee/Tea","A","340, MADISON AVENUE, New York, NY",NA,NA
"638","ABC KITCHEN","35","EAST   18 STREET",10003,"2124755829","American","A","35, EAST   18 STREET, New York, NY",-73.9894995,40.7378971
"639","BARZINHO","48","HESTER STREET",10002,"9176356911","Brazilian","A","48, HESTER STREET, New York, NY",NA,NA
"640","BALDUCCI'S","301","WEST   56 STREET",10019,"6463504194","American","A","301, WEST   56 STREET, New York, NY",-73.9836295,40.7663258
"641","EARL OF SANDWICH","1290","AVENUE OF THE AMERICAS",10104,"2122479246","American",NA,"1290, AVENUE OF THE AMERICAS, New York, NY",-73.9788795,40.7604692
"642","SHANGHAI BROADWAY RESTAURANT","150","WEST   36 STREET",10018,"2123560081","Chinese","A","150, WEST   36 STREET, New York, NY",-73.9889486,40.7517925
"643","MOLYVOS","871","7 AVENUE",10019,"2125827500","Greek",NA,"871, 7 AVENUE, New York, NY",-73.9805666,40.7644251
"644","MANNY'S ON SECOND","1770","2 AVENUE",10128,"2124103300","American","B","1770, 2 AVENUE, New York, NY",-73.9484502,40.7817663
"645","ZAGARA WINE BAR","216","7TH AVE",10011,"6464908801","Italian","A","216, 7TH AVE, New York, NY",-73.9962714,40.7438183
"646","ACME BAR & GRILL","9","GREAT JONES STREET",10012,"2122032121","American",NA,"9, GREAT JONES STREET, New York, NY",-73.9940447,40.7272293
"647","DAFNI","325","WEST 42 STREET",10036,"2123151010","Greek","A","325, WEST 42 STREET, New York, NY",NA,NA
"648","SILVER PALACE CHINESE RESTAURANT","3846","BROADWAY",10032,"2129278000","Chinese","A","3846, BROADWAY, New York, NY",NA,NA
"649","THE BUTCHER'S DAUGHTER","581","HUDSON ST",10014,"9173882132","Vegetarian",NA,"581, HUDSON ST, New York, NY",-74.006155,40.736362
"650","RESIDENCE INN WORLD TRADE CENTER","170","BROADWAY",10038,"2126008900","American",NA,"170, BROADWAY, New York, NY",-74.0099212,40.7095628
"651","IDEA COFFEE","246","5TH AVE",10001,"6468961533","Korean","A","246, 5TH AVE, New York, NY",-73.9878008,40.744759
"652","THE BLUEBELL CAFE","293","3 AVENUE",10010,"6466492389","Continental","A","293, 3 AVENUE, New York, NY",NA,NA
"653","HARRY'S CAFE/HARRY'S STEAK","1","HANOVER SQUARE",10004,"2127859200","American",NA,"1, HANOVER SQUARE, New York, NY",NA,NA
"654","DELICACY","12","E 44TH ST",10017,"2126974444","Delicatessen","B","12, E 44TH ST, New York, NY",NA,NA
"655","PROSKAUER ROSE","11","TIMES SQUARE",10036,"2129695493","American",NA,"11, TIMES SQUARE, New York, NY",-73.9896231,40.7567252
"656","PAULS DA BURGER JOINT","131","2 AVENUE",10003,"2125293033","Hamburgers",NA,"131, 2 AVENUE, New York, NY",NA,NA
"657","LUCKY'S FAMOUS BURGERS","147","EAST HOUSTON STREET",10002,"2122544900","Hamburgers",NA,"147, EAST HOUSTON STREET, New York, NY",-73.9896901,40.7229675
"658","ROYALE","157","AVENUE C",10009,"2122546600","American","A","157, AVENUE C, New York, NY",NA,NA
"659","GARLIC PIZZA BAR","629","2ND AVE",10016,"6465599500","Pizza/Italian","A","629, 2ND AVE, New York, NY",NA,NA
"660","WENDY'S","79","E 125TH ST",10035,"6463706737","American","A","79, E 125TH ST, New York, NY",NA,NA
"661","KEUR COUMBA RESTAURANT","125","WEST  116 STREET",10026,"2128663900","African",NA,"125, WEST  116 STREET, New York, NY",-73.9507003,40.8027571
"662","DAIRY QUEEN GRILL & CHILL","54","W 14TH ST",10011,"2129291440","Sandwiches",NA,"54, W 14TH ST, New York, NY",NA,NA
"663","PINKBERRY","523","6TH AVE",10011,"2124148429","Ice Cream, Gelato, Yogurt, Ices","A","523, 6TH AVE, New York, NY",-73.9972601,40.737248
"664","FIELDS GOOD CHICKEN","101","MAIDEN LN",10038,"6468956831","Chicken",NA,"101, MAIDEN LN, New York, NY",-74.0066697,40.7069666
"665","SUN IN BLOOM","165","CHURCH ST",10007,"2127916700","Vegetarian","A","165, CHURCH ST, New York, NY",-74.0075402,40.7151466
"666","SYMPOSIUM GREEK RESTAURANT","544","WEST  113 STREET",10025,"2128651011","Greek",NA,"544, WEST  113 STREET, New York, NY",-73.964326,40.805416
"667","KAFANA","116","AVENUE C",10009,"2123538000","Eastern European",NA,"116, AVENUE C, New York, NY",-73.9784425,40.7243132
"668","CHURUTTO RAMEN","1534","3 AVENUE",10028,"2128283699","Japanese","A","1534, 3 AVENUE, New York, NY",-73.954102,40.779215
"669","BURGER KING","130","WEST  125 STREET",10027,"2122224333","Hamburgers",NA,"130, WEST  125 STREET, New York, NY",-73.9470784,40.8081125
"670","HARLEM SHAKE","100","WEST 124 STREET",10027,"2122228300","American","C","100, WEST 124 STREET, New York, NY",-73.9463378,40.80711
"671","CASSIANO'S PIZZA","930","3 AVENUE",10022,"2127552390","Pizza",NA,"930, 3 AVENUE, New York, NY",-73.9683561,40.7595392
"672","LA FLACA","384","GRAND STREET",10002,"6466929259","Mexican","A","384, GRAND STREET, New York, NY",NA,NA
"673","QUE RICO POLLO RESTAURANT & GRILL","46","SAINT NICHOLAS AVE",10026,"2122222381","Spanish",NA,"46, SAINT NICHOLAS AVE, New York, NY",-73.9524819,40.8000953
"674","HUERTAS","107","1ST AVE",10003,"2122284490","Spanish",NA,"107, 1ST AVE, New York, NY",-73.9862398,40.7268556
"675","BLACK TAP","248","W 14TH ST",10011,"2126757236","American",NA,"248, W 14TH ST, New York, NY",NA,NA
"676","SPICE SYMPHONY","182","LEXINGTON AVENUE",10016,"2125457742","Indian",NA,"182, LEXINGTON AVENUE, New York, NY",-73.9812008,40.7447197
"677","EAT A BAGEL (On the Guy V. Molinari Ferry)","0","WHITEHALL FERRY TERMINAL",10004,"7182738400","Bagels/Pretzels","A","0, WHITEHALL FERRY TERMINAL, New York, NY",NA,NA
"678","CROWN FRIED CHICKEN","3633","BROADWAY",10031,"9172946335","Chicken",NA,"3633, BROADWAY, New York, NY",-73.9485772,40.8294816
"679","ESS-A-BAGEL","324","1ST AVE",10009,"2122602252","Bagels/Pretzels",NA,"324, 1ST AVE, New York, NY",-73.9799832,40.734243
"680","LIGHTHOUSE FISHMARKET","2451","FREDERICK DOUGLASS BLVD",10027,"2123808325","American",NA,"2451, FREDERICK DOUGLASS BLVD, New York, NY",NA,NA
"681","MATISSE","924","2 AVENUE",10022,"2125469300","French",NA,"924, 2 AVENUE, New York, NY",-73.9686047,40.7542557
"682","EXPRESS THALI","82","2ND AVE",10003,"3476805072","Indian",NA,"82, 2ND AVE, New York, NY",-73.9888568,40.7264547
"683","SUBWAY","348","MALCOLM X BOULEVARD",10027,"6466844497","Sandwiches",NA,"348, MALCOLM X BOULEVARD, New York, NY",-73.9439542,40.8092046
"684","APPLEBEE'S","205","WEST   50 STREET",10019,"2122622400","American","A","205, WEST   50 STREET, New York, NY",-73.9835778,40.7613731
"685","FRANKLIN HOTEL","164","EAST   87 STREET",10128,"2123691000","Continental","A","164, EAST   87 STREET, New York, NY",-73.9545117,40.7797357
"686","SERAFINA","7","9 AVENUE",10014,"2128983800","Italian","B","7, 9 AVENUE, New York, NY",-74.006657,40.739633
"687","JOJO'S PHILOSOPHY","169","BLEECKER ST",10012,"6466697930","American",NA,"169, BLEECKER ST, New York, NY",-74.000172,40.728919
"688","KPMG CAFE","345","PARK AVENUE",10010,"2128725664","American","A","345, PARK AVENUE, New York, NY",-73.972213,40.7579261
"689","SCHOLASTIC PUBLICATIONS CAFE","557","BROADWAY",10012,"2123436191","Caf̩/Coffee/Tea","A","557, BROADWAY, New York, NY",NA,NA
"690","AMSTERDAM TAVERN","938","AMSTERDAM AVENUE",10025,"2122808070","American",NA,"938, AMSTERDAM AVENUE, New York, NY",NA,NA
"691","BARRIO CHINO","253","BROOME STREET",10002,"2122286710","Mexican","A","253, BROOME STREET, New York, NY",NA,NA
"692","DUNKIN' DONUTS","152","WEST   31 STREET",10001,"2125941656","Donuts",NA,"152, WEST   31 STREET, New York, NY",-73.9915678,40.7487393
"693","MAMAM","239","CENTRE ST",10013,"2122260700","French",NA,"239, CENTRE ST, New York, NY",-73.9984062,40.7202791
"694","VANDAL","199","BOWERY",10002,"2124000199","American",NA,"199, BOWERY, New York, NY",NA,NA
"695","THE JOINT","94","3RD AVE",10003,"2127771220","Steak",NA,"94, 3RD AVE, New York, NY",-73.9881783,40.732355
"696","MCDONALD'S","480","3 AVENUE",10016,"2125328186","Hamburgers",NA,"480, 3 AVENUE, New York, NY",-73.9790314,40.744981
"697","THE LAZY LLAMA COFFEE BAR","72","E 1ST ST",10003,"6465098957","Caf̩/Coffee/Tea","A","72, E 1ST ST, New York, NY",-73.9885633,40.7234639
"698","LUKE'S LOBSTER","242","EAST   81 STREET",10028,"2122494241","Seafood",NA,"242, EAST   81 STREET, New York, NY",-73.9545345,40.7747367
"699","MARRIOTT MARQUIS PASTRY SHOP","1535","BROADWAY",10036,"2125364999","Bakery",NA,"1535, BROADWAY, New York, NY",-73.9862168,40.7587183
"700","YAKITORI SUN-CHAN","2707","BROADWAY",10025,"2127495008","Japanese","B","2707, BROADWAY, New York, NY",-73.968717,40.7995038
"701","EMPANADA MAMA","95","ALLEN ST",10002,"2126730300","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",NA,"95, ALLEN ST, New York, NY",-73.9910146,40.7187674
"702","MCDONALD'S","2142","3 AVENUE",10035,"2128283070","Hamburgers","A","2142, 3 AVENUE, New York, NY",-73.9398709,40.7986343
"703","NIALL'S ON 52ND","218","EAST   52 STREET",10022,"2128884648","Irish","B","218, EAST   52 STREET, New York, NY",-73.9690678,40.7565724
"704","EASTERN BLOC","505","EAST    6 STREET",10009,"2127772555","American",NA,"505, EAST    6 STREET, New York, NY",NA,NA
"705","MADMAN ESPRESSO","336","W 37TH ST",10018,"6467081111","Caf̩/Coffee/Tea",NA,"336, W 37TH ST, New York, NY",-73.9938982,40.7547177
"706","TEDSTER_x001A_S ALL NATURAL & ORGANIC","1219","1ST AVENUE",10065,"2128792509","Chicken","A","1219, 1ST AVENUE, New York, NY",NA,NA
"707","SPICE","435","AMSTERDAM AVENUE",10024,"2123625861","Thai",NA,"435, AMSTERDAM AVENUE, New York, NY",NA,NA
"708","FAIRFIELD INN AND SUITES","100","GREENWICH ST",10006,"9174090800","American","Not Yet Graded","100, GREENWICH ST, New York, NY",NA,NA
"709","99 CENTS FRESH SLICE PIZZA","105","STANTON ST",10002,"2123350803","Pizza","A","105, STANTON ST, New York, NY",-73.9876172,40.7210658
"710","TACOS GRAND CENTRAL","134","E 27TH ST",10016,"2128899090","Mexican",NA,"134, E 27TH ST, New York, NY",-73.9826586,40.7417903
"711","OLGA'S PIZZA","3409","BROADWAY",10031,"2122347878","Pizza","A","3409, BROADWAY, New York, NY",-73.953838,40.822491
"712","MILK BAR CHELSEA","220","8TH AVE",10011,"3472691186","Ice Cream, Gelato, Yogurt, Ices","A","220, 8TH AVE, New York, NY",NA,NA
"713","CHIPOTLE MEXICAN GRILL","117","EAST   14 STREET",10003,"2122600641","Mexican",NA,"117, EAST   14 STREET, New York, NY",-73.9888766,40.7342819
"714","ARIEL'S TAPA LOUNGE","293","EAST HOUSTON STREET",10002,"2129823222","Spanish","A","293, EAST HOUSTON STREET, New York, NY",-73.9841278,40.7211885
"715","DUNKIN' DONUTS","1443","YORK AVENUE",10075,"2124521026","Donuts","A","1443, YORK AVENUE, New York, NY",-73.9517106,40.7700017
"716","DEBEVOISE & PLIMPTON","919","3 AVENUE",10022,"2129096199","American","A","919, 3 AVENUE, New York, NY",-73.9674721,40.7589096
"717","AU BON PAIN","599","LEXINGTON AVENUE",10022,"2123554815","American","A","599, LEXINGTON AVENUE, New York, NY",NA,NA
"718","AMERICA GOURMET FOOD","831","6 AVENUE",10001,"2128689790","Delicatessen","B","831, 6 AVENUE, New York, NY",-73.9903917,40.7466758
"719","PARLOR CLUB NYC","286","SPRING STREET",10013,"2124142902","American",NA,"286, SPRING STREET, New York, NY",-74.0071326,40.7256013
"720","INTELLIGENTSIA COFFEE","180","10 AVENUE",10011,"2129339736","Caf̩/Coffee/Tea","A","180, 10 AVENUE, New York, NY",NA,NA
"721","A SAFFRON THREAD","98","CHAMBERS STREET",10007,"2126760313","Indian",NA,"98, CHAMBERS STREET, New York, NY",-74.0077715,40.7145776
"722","MIKAKU","85","KENMARE ST",10012,"2124314820","Japanese","A","85, KENMARE ST, New York, NY",NA,NA
"723","BONJOUR CREPES & WINE","1442","LEXINGTON AVE",10128,"2125344300","French","A","1442, LEXINGTON AVE, New York, NY",-73.9522,40.784547
"724","44 1/2 CAFE","626","10 AVENUE",10036,"2123994450","American",NA,"626, 10 AVENUE, New York, NY",-73.9940447,40.7611219
"725","EL NUEVO AMANECER RESTAURANT","117","STANTON STREET",10002,"2123879115","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",NA,"117, STANTON STREET, New York, NY",-73.9872499,40.7209751
