"","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION"
"1808","SUSHI STAR","462","9TH AVE",10018,"Asian"
"1809","FOUR SEASONS HOTEL","57","EAST   57 STREET",10022,"American"
"1810","CACIO E VINO","80","2 AVENUE",10003,"Italian"
"1811","BALLY TOTAL FITNESS JUICE BAR","139","W 32ND ST",10001,"Juice, Smoothies, Fruit Salads"
"1812","BIG DADDY'S","2454","BROADWAY",10024,"American"
"1813","GYRO REPUBLIC","539","9TH AVE",10018,"Turkish"
"1814","MCDONALD'S","102","1 AVENUE",10009,"Hamburgers"
"1815","IPPUDO","65","4TH AVE",10003,"Japanese"
"1816","LENFEST CAFE - JEROME GREEN HALL","435","WEST  116 STREET",10027,"Caf̩/Coffee/Tea"
"1817","AUNTIE ANNE'S PRETZELS","0","34 STREET",10001,"Bagels/Pretzels"
"1818","QUEEN OF SHEBA ETHIOPIAN RESTAURANT","650","10 AVENUE",10036,"Ethiopian"
"1819","LE MIRAGE CAFE","20","WEST   43 STREET",10036,"American"
"1820","IL MATTONE","49","BEACH ST",10013,"Pizza/Italian"
"1821","LA NUEVA VICTORIA RESTAURANT","2536","BROADWAY",10025,"Chinese/Cuban"
"1822","GOOGLE-TRUCK PIT","111","8 AVENUE",10011,"American"
"1823","NICE ONE BAKERY","47","BAYARD ST",10013,"Bakery"
"1824","BUTTER LANE","123","E 7TH ST",10009,"Bakery"
"1825","WALLSE RESTARUANT","342344","WEST 11 STREET",10014,"German"
"1826","UKRAINIAN RESTAURANT","140142","2 AVENUE",10003,"Eastern European"
"1827","PUBLIC RESTAURANT/THE DAILY","210","ELIZABETH STREET",10012,"American"
"1828","HALE & HEARTY SOUP","1410","BROADWAY",10018,"Soups & Sandwiches"
"1829","CAFE DEL SOL","480","7 AVENUE",10018,"Delicatessen"
"1830","XO RESTAURANT","148","HESTER STREET",10013,"Chinese"
"1831","POLANCO RESTAURANT BBQ","2421","ADAM CLAYTON POWELL JR B",10030,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1832","LUKE'S LOBSTER","26","SOUTH WILLIAM STREET",10004,"Seafood"
"1833","WENDY'S","335","5 AVENUE",10016,"Hamburgers"
"1834","PANDA EXPRESS","835","3RD AVE",10022,"Chinese"
"1835","RAVAGH PERSIAN GRILL","1135","1ST AVE",10026,"Middle Eastern"
"1836","BALABOOSTA","214","MULBERRY STREET",10012,"Middle Eastern"
"1837","EL AZTECA MEXICAN RESTAURANT","783","9 AVENUE",10019,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1838","GREGORY'S COFFEE","327","PARK AVE S",10010,"Caf̩/Coffee/Tea"
"1839","NEAPOLITAN EXPRESS","232","E 111TH ST",10029,"Pizza"
"1840","HOU YI HOT POT","92","HESTER ST",10002,"Chinese"
"1841","THE BUTHCHER'S DAUGHTER MARKET","166","ELIZABETH STREET",10012,"Juice, Smoothies, Fruit Salads"
"1842","CAFE SABARSKY","1048","5 AVENUE",10028,"German"
"1843","ELEVEN B","174","AVENUE B",10009,"Pizza"
"1844","AUDREY BAKERY & CAFE","12","CHATHAM SQ",10038,"Bakery"
"1845","LUCKY'S FAMOUS","370","WEST   52 STREET",10019,"Hamburgers"
"1846","JOHNNY'S BAR","90","GREENWICH AVENUE",10011,"American"
"1847","PEARL DINER","212","PEARL STREET",10038,"American"
"1848","HUDSON HOUND","575","HUDSON STREET",10014,"American"
"1849","STARBUCKS","72","GROVE STREET",10014,"Caf̩/Coffee/Tea"
"1850","JAM HUT","2327","1ST AVE",10035,"Caribbean"
"1851","AUNTIE ANNE'S","4","SOUTH ST",10004,"Bagels/Pretzels"
"1852","MAOZ FALAFEL AND GRILL","2047","BROADWAY",10023,"Vegetarian"
"1853","WOGIES","39","GREENWICH AVENUE",10014,"American"
"1854","PEPE ROSSO SOCIAL","173","MOTT ST",10013,"Italian"
"1855","STARBUCKS","200","LIBERTY STREET",10281,"Caf̩/Coffee/Tea"
"1856","GENTE","153","EAST   45 STREET",10017,"Italian"
"1857","LANZHOU RAMEN 107","107","E BROADWAY",10002,"Chinese"
"1858","U LIKE CHINESE TAKE OUT","4926","BROADWAY",10034,"Chinese"
"1859","STARBUCKS","195","BROADWAY",10007,"Caf̩/Coffee/Tea"
"1860","HARLEY'S SMOKE SHACK","355","EAST  116 STREET",10029,"American"
"1861","BETTOLA","412","AMSTERDAM AVENUE",10024,"Italian"
"1862","MIDNIGHT EXPRESS","1715","2 AVENUE",10128,"American"
"1863","BARNES & NOBLE CAFE","33","EAST   17 STREET",10003,"Caf̩/Coffee/Tea"
"1864","THE SUPPLY HOUSE","1647","2 AVENUE",10028,"American"
"1865","DANNYBROWN","316","E 84TH ST",10028,"American"
"1866","KINGSTON HALL","149","2 AVENUE",10003,"American"
"1867","FLAMING KITCHEN","97","BOWERY",10002,"Chinese"
"1868","STARBUCKS","251","WEST   42 STREET",10036,"Caf̩/Coffee/Tea"
"1869","PUFFY'S TAVERN","81","HUDSON STREET",10013,"American"
"1870","VILLAGE YOKOCHO","6","STUYVESANT STREET",10003,"Japanese"
"1871","FISH MARKET RESTAURANT","111","SOUTH STREET",10038,"Seafood"
"1872","PINGS","22","MOTT ST",10013,"Seafood"
"1873","THE FACULTY HOUSE","64","MORNINGSIDE DRIVE",10027,"American"
"1874","DUNKIN' DONUTS, BASKIN ROBBINS","140","EAST   34 STREET",10016,"Donuts"
"1875","THREE OF CUPS","83","1 AVENUE",10003,"Italian"
"1876","SONG KRAN THAI","330","8TH AVE",10001,"Thai"
"1877","KHYBER PASS","34","ST MARKS PLACE",10003,"Afghan"
"1878","LUCYS","135","AVENUE A",10009,"American"
"1879","HAVANA NY RESTAURANT & BAR","58","W 38TH ST",10018,"Chinese/Cuban"
"1880","NIPPORI JAPANESE RESTAURANT","245","W 51ST",10019,"Japanese"
"1881","BRANDY'S PIANO BAR","235","EAST   84 STREET",10028,"American"
"1882","FUJI HIBACHI & SNOW FACE","321","W 42ND ST",10036,"Japanese"
"1883","REGGAE SUN DELIGHTS NATURAL JUICE BAR","227229","WEST 145 STREET",10039,"Juice, Smoothies, Fruit Salads"
"1884","ITALIANISSIMO RISTORANTE","307","EAST   84 STREET",10028,"Italian"
"1885","LAVA KITCHEN","2656","BROADWAY",10025,"Chinese"
"1886","OPPA","162","W 4TH ST",10014,"American"
"1887","TOBY'S ESTATE COFFEE ROASTER","44","CHARLES ST",10014,"Caf̩/Coffee/Tea"
"1888","THE BEAN","824","BROADWAY",10003,"Caf̩/Coffee/Tea"
"1889","CAFE MANHATTAN","35","WEST   45 STREET",10036,"American"
"1890","PAZZA NOTTE","1375","AVENUE OF THE AMERICAS",10019,"Italian"
"1891","GOTHAM PIZZA","852","EIGHTH AVE",10019,"Pizza"
"1892","INJERA RESTAURANT","11","ABINGDON SQ",10014,"Ethiopian"
"1893","COLISEUM BAR RESTAURANT","312","WEST   58 STREET",10019,"American"
"1894","ALPHA FUSION","365","WEST   34 STREET",10001,"Asian"
"1895","POST","42","AVENUE B",10009,"American"
"1896","PATAL ASIA DELI GROCERY","135","E 28TH ST",10016,"Indian"
"1897","COMPANY CATERED EVENTS","537","EDGECOMBE AVE",10032,"Bakery"
"1898","MALIBU DINER","163","WEST   23 STREET",10011,"American"
"1899","CAFE EVERGREEN","1367","1 AVENUE",10021,"Chinese"
"1900","EL RINCON DEL SABOR LATINO","74","W 47TH ST",10036,"Spanish"
"1901","ENTREE","240","W 35TH ST",10001,"American"
"1902","MY MOST FAVORITE FOOD","247","WEST   72 STREET",10023,"Jewish/Kosher"
"1903","NUM PANG SANDWICH SHOP","1129","BROADWAY",10010,"Sandwiches"
"1904","TALENT THAI KITCHEN","210","EAST 34 STREET",10016,"Thai"
"1905","MAMA MIA 44 SW","621","9 AVENUE",10036,"Italian"
"1906","WONTON NOODLE GARDEN","56","MOTT ST",10013,"Chinese"
"1907","BOB BAR","235","ELDRIDGE STREET",10002,"American"
"1908","BOCCA DI BACCO","828","9 AVENUE",10019,"Italian"
"1909","MINETTA TAVERN","113","MACDOUGAL STREET",10012,"French"
"1910","HUB THAI","103-105","AVENUE A",10009,"Thai"
"1911","GOOD CENTURY CAFE","243","GRAND STREET",10002,"Chinese"
"1912","WHISKEY REBEL","129","LEXINGTON AVENUE",10016,"American"
"1913",NA,"420","5TH AVE",10018,"Other"
"1914","BARILLA RESTAURANT","1065","AVE OF THE AMERICAS",10018,"Italian"
"1915","NEW YORK KIMCHI","102","MACDOUGAL ST",10012,"Korean"
"1916","MESKE ETHIOPIAN RESTAURANT","468","WEST   47 STREET",10036,"Ethiopian"
"1917","FAMOUS BAGEL BUFFET","510","6 AVENUE",10011,"American"
"1918","WXOU RADIO","558","HUDSON STREET",10014,"American"
"1919","SEABIRD","361","6TH AVE",10014,"Seafood"
"1920","BROWNSTEIN CATERERS","557","WEST   23 STREET",10011,"American"
"1921","BLUE RIBBON","97","SULLIVAN ST",10012,"American"
"1922","HUASCAR & CO BAKE SHOP","453","W 54TH ST",10019,"Bakery"
"1923","CHOZA TAQUERIA","600","11TH AVE",10036,"Tex-Mex"
"1924","EDI & THE WOLF","102","AVENUE C",10009,"German"
"1925","THE MERCURY LOUNGE","217","EAST HOUSTON STREET",10002,"American"
"1926","NEW OCEAN","393","LENOX AVENUE",10027,"Chinese"
"1927","BRASSERIE COGNAC","1740","BROADWAY",10019,"French"
"1928","SHORTY'S","62","PEARL ST",10004,"American"
"1929","LINDY'S","825","7 AVENUE",10019,"American"
"1930","SWEETGREEN GANSEVOORT","32","GANSEVOORT ST",10014,"Salads"
"1931","THE COMMONS CHELSEA","128","7 AVENUE",10011,"Caf̩/Coffee/Tea"
"1932","LA GUADALUPANA RESTAURANT","3825","BROADWAY",10032,"Spanish"
"1933","TREEHAUS","830","3RD AVE",10022,"Delicatessen"
"1934","BOWERY MEAT COMPANY","9","E 1ST ST",10003,"American"
"1935","L'AMICO/THE VINE","839","6TH AVE",10001,"American"
"1936","HARLEM NIGHTS","2361","7TH AVE",10030,"American"
"1937","GRAFFITTI ME&YOU","224","EAST   10 STREET",10003,"American"
"1938","BOSTON MARKET","3781","BROADWAY",10032,"Chicken"
"1939","GYRO 96","141","E 96TH ST",10128,"Mediterranean"
"1940","OM INDIAN RESTAURANT","1593","2 AVENUE",10028,"Indian"
"1941","YONG SHENG RESTAURANT","2825","8 AVENUE",10039,"Chinese"
"1942","JUKE BOX JUICE & SALAD","1943","ADAM CLAYTON POWELL JR BOULEVARD",10026,"Fruits/Vegetables"
"1943","MUSTANG HARRY'S","352","SEVENTH AVENUE",10001,"American"
"1944","MILANO'S BAR","51","EAST HOUSTON STREET",10012,"Bottled beverages, including water, sodas, juices, etc."
"1945","MERRION SQUARE","1840","2 AVENUE",10128,"American"
"1946","AMSTERDAM BILLIARDS","85","4 AVENUE",10003,"American"
"1947","MACARON PARLOUR","44","HESTER ST",10002,"Bakery"
"1948","PIER SIDE CAFE","0","PIER 78 WEST 38 STREET",10018,"American"
"1949","NEW HONG KONG KITCHEN","1907","LEXINGTON AVE",10035,"Chinese"
"1950","SERENDIPITY 3","225","EAST   60 STREET",10022,"American"
"1951","HIGHLINE PIZZERIA","503","WEST   28 STREET",10001,"Pizza"
"1952","The Roost","222","AVENUE B",10009,"Caf̩/Coffee/Tea"
"1953","LENOX SAPHIRE","341","LENOX AVENUE",10027,"African"
"1954","COSI","61","WEST   48 STREET",10020,"American"
"1955","CHEN'S BUFFETT","62","WILLIAM ST",10005,"Chinese"
"1956","ROCKING HORSE CAFE","182","8 AVENUE",10011,"Mexican"
"1957","R & J LOUNGE","109","E 116TH ST",10029,"Mexican"
"1958","SAPOARA","2262","1ST AVE",10035,"American"
"1959","NEW DRAGON","2413A","2ND AVE",10035,"Chinese"
"1960","BOMBAY JUNCTION/PIZZA KING","1013","AVENUE OF THE AMERICAS",10018,"Indian"
"1961","CARLOS SUAREZ","1","PERRY ST",10014,"Other"
"1962","STARBUCKS","30","ROCKEFELLER CENTER PLAZA",10112,"Caf̩/Coffee/Tea"
"1963","LEFT BANK","117","PERRY STREET",10014,"American"
"1964","LUCKY CHICKEN","377","1ST AVE",10010,"American"
"1965","JAHLOOKOVA","1962","MADISON AVENUE",10035,"Caribbean"
"1966","SILVANA","300","WEST 116TH STREET",10026,"Mediterranean"
"1967","CHINA RED GOURMENT","118","CHAMBERS STREET",10007,"Chinese"
"1968","FLOR DE MAYO RESTAURANT","2651","BROADWAY",10025,"Chinese/Cuban"
"1969","LA NUEVA ESPANA","1261-1263","ST NICHOLAS AVEUE",10033,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1970","FAMOUS FAMIGLIA","734","AMSTERDAM AVENUE",10025,"Pizza"
"1971","CAFE K","8","EAST   48 STREET",10017,"Jewish/Kosher"
"1972","AL HORNO LEAN MEXICAN KITCHEN INC","417","W 47TH ST",10036,"Mexican"
"1973","AMY RUTH'S RESTAURANT","113","WEST  116 STREET",10026,"Soul Food"
"1974","11 STREET CAFE","327","WEST   11 STREET",10014,"Caf̩/Coffee/Tea"
"1975","LAS PANTERAS NEGRAS RESTAURANT","2130","2 AVENUE",10029,"Mexican"
"1976","THE BREAD FACTORY CAFE","470","7TH AVE",10018,"American"
"1977","CHIPOTLE MEXICAN GRILL","125","EAST   23 STREET",10010,"Mexican"
"1978","THINK COFFEE","620","W 42ND ST",10036,"Caf̩/Coffee/Tea"
"1979","FUSHA FUSION","1065","1ST AVE",10022,"Asian"
"1980","PIZZA BEACH","167","ORCHARD ST",10002,"Pizza/Italian"
"1981","BO CA PHE","222","LAFAYETTE ST",10012,"Asian"
"1982","CAFE WHA","115","MACDOUGAL ST",10012,"American"
"1983","DOMINO'S","440","E 14TH ST",10009,"Pizza"
"1984","LAUT","15","EAST   17 STREET",10003,"Thai"
"1985","3 DELI & GRILL","133","EAST   55 STREET",10022,"American"
"1986","BG RESTAURANT","754","5 AVENUE",10019,"American"
"1987","BLT STEAK","106","EAST 57 STREET",10022,"Steak"
"1988","5 ESTRELLA BAKERY","3861","BROADWAY",10032,"Bakery"
"1989","LOS MARISCOS","409","W 15TH ST",10011,"Spanish"
"1990","CAFE EXCHANGE","49","BROADWAY",10006,"Chicken"
"1991","BERNARD B JACOBS THEATER","242","West 45th Street",10036,"American"
"1992","ABITINO'S PIZZA","733","2 AVENUE",10016,"Pizza"
"1993","BLACK CRESCENT","76","CLINTON ST",10002,"Seafood"
"1994","OLLIE'S CHINESE RESTAURANT","2705","BROADWAY",10025,"Chinese"
"1995","APOLLO THEATRE CONCESSIONS","253","WEST  125 STREET",10027,"American"
"1996","INFIRMARY","1720","2ND AVE",10128,"American"
"1997","DUNKIN' DONUTS","535","AMSTERDAM AVENUE",10024,"Donuts"
"1998","PATISSERIE CLAUDE","187","WEST    4 STREET",10014,"Bakery"
"1999","THE SEA FIRE GRILL","160","EAST   48 STREET",10017,"American"
"2000","DUNKIN' DONUTS","101","WEST   23 STREET",10011,"Donuts"
"2001","ILILI RESTAURANT","236","5 AVENUE",10001,"Mediterranean"
"2002","ELEMENT HOTEL TIME SQUARE","309","W 39TH ST",10018,"American"
"2003","BAGEL TALK","368","AMSTERDAM AVENUE",10024,"Bagels/Pretzels"
"2004","SPRING NATURAL KITCHEN","474","COLUMBUS AVENUE",10024,"American"
"2005","MILA CAFE","694","COLUMBUS AVENUE",10025,"American"
"2006","TWIN DONUT","5099","BROADWAY",10034,"Donuts"
"2007","CHELSEA DELI & PIZZA","301","10 AVENUE",10001,"Delicatessen"
"2008","ADANA GRILL","723","3RD AVENUE",10017,"Turkish"
"2009","PARS NEW YORK","249","W 26TH ST",10001,"American"
"2010","CAFE RUSTICO II","25","WEST   35 STREET",10001,"Pizza/Italian"
"2011","ZUTTO","77","HUDSON STREET",10013,"Japanese"
"2012","MCDONALD'S","208","DYCKMAN ST",10040,"American"
"2013","BIBBLE AND SIP","253","W 51ST ST",10019,"Bakery"
"2014","KAMBI RAMEN","351","EAST   14 STREET",10003,"Japanese"
"2015","FLOR DE BROADWAY RESTAURANT","3395","BROADWAY",10031,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"2016","MAISON KAYSER","1294","3 AVENUE",10021,"French"
"2017","DON ANTONIO RESTAURANT","309","WEST   50 STREET",10019,"Italian"
"2018","SOCARRAT EAST","953","2 AVENUE",10022,"Spanish"
"2019","OOTOYA","41","E 11TH ST",10003,"Japanese"
"2020","DUNKIN' DONUTS, BASKIN ROBBINS","484","9 AVENUE",10018,"Caf̩/Coffee/Tea"
"2021","FRESNO II DELI","31","AVENUE C",10009,"Delicatessen"
"2022","HAPPY ENDING","302","BROOME ST",10002,"French"
"2023","CAFFE PALERMO","148","MULBERRY STREET",10013,"Italian"
"2024","NO FUN","161","LUDLOW STREET",10002,"Tapas"
"2025","LUKE'S LOBSTER","685","3RD AVE",10017,"Seafood"
"2026","ASHLEY'S FINE FOODS","514","LEXINGTON AVE",10017,"American"
"2027","RAY'S CANDY STORE","113","AVENUE A",10009,"American"
"2028","WOLFGANG'S STEAKHOUSE BOUTIQUE","16","E 46TH ST",10017,"Steak"
"2029","THE LIBERTY","29","WEST   35 STREET",10001,"American"
"2030","BIG WONG RESTAURANT","67","MOTT ST",10013,"Chinese"
"2031","WALLFLOWER","235","W 12TH ST",10014,"French"
"2032","EUROPA CAFE","515","MADISON AVENUE",10022,"Sandwiches/Salads/Mixed Buffet"
"2033","PIZZA & PITA","344","EAST   34 STREET",10016,"Pizza"
"2034","THE KATI ROLL COMPANY","99","MAC DOUGAL STREET",10012,"Indian"
"2035","IL SOLE","229233","DYCKMAN STREET",10034,"Italian"
"2036","CHIPOTLE MEXICAN GRILL","350","5 AVENUE",10118,"Mexican"
"2037","APPLE GOURMET","225","BROADWAY",10007,"American"
"2038","IL PICCOLO BUFALO","141","MULBERRY STREET",10013,"Italian"
"2039","B BAR AND GRILL","40","EAST    4 STREET",10003,"American"
"2040","SALVATION TACO & ROOF TOP BAR","145","E 39TH ST",10016,"Not Listed/Not Applicable"
"2041","CARVE UNIQUE SANDWICHES","760","8 AVENUE",10036,"Sandwiches"
"2042","BROADWAY DIVE","2662","BROADWAY",10025,"American"
"2043","AKAMI SUSHI","1771","1ST AVE",10128,"Japanese"
"2044","TERRACE CLUB","25","WEST   51 STREET",10019,"American"
"2045","ASIAN WOK","88","FULTON ST",10038,"Chinese"
"2046","NHA-TRANG CENTRE VIETNAM RESTAURANT","148","CENTRE STREET",10013,"Vietnamese/Cambodian/Malaysia"
"2047","BLOSSOM DUJOUR","617","9TH AVE",10036,"Other"
"2048","OLD TOWN BAR & RESTAURANT","45","EAST   18 STREET",10003,"American"
"2049","REICHENBACH HALL","5","WEST   37 STREET",10018,"German"
"2050","BXL CAFE","125","WEST   43 STREET",10036,"American"
"2051","LIVE BAIT BAR & RESTAURANT","14","EAST   23 STREET",10010,"Seafood"
"2052","CAFE 28","245","5 AVENUE",10016,"American"
"2053","MR. DENNEHY'S","63","CARMINE STREET",10014,"American"
"2054","OLLIES TO GO","2425","BROADWAY",10024,"Chinese/Japanese"
"2055","THAI MARKET","960","AMSTERDAM AVENUE",10025,"Thai"
"2056","CAFE GRUMPY",NA,"LEXINGTON AVE",10017,"Caf̩/Coffee/Tea"
"2057","YIWANMEN/CHONG QING NOODLE","150","MOTT ST",10013,"Chinese"
"2058","SCALLYWAG'S IRISH PUB & REST","508","9 AVENUE",10018,"Irish"
"2059","RICHARD ROGERS THEATRE","226","WEST   46 STREET",10036,"American"
"2060","HARLEM BAR-B-Q/NABE HARLEM","2367","8 AVENUE",10027,"Barbecue"
"2061","ROKC","3452","BROADWAY",10031,"Japanese"
"2062","BHATTI INDIAN GRILL","100","LEXINGTON AVE",10016,"Indian"
"2063","BRICK OVEN PIZZA 33","201","EAST   33 STREET",10016,"Pizza"
"2064","BBQ OLIVE CHICKEN","25","W 32ND ST",10001,"Korean"
"2065","SPORTS CENTER AT CHELSEA PIERS (SUSHI BAR)","PIER 60","WEST SIDE HIGHWAY",10011,"Japanese"
"2066","SUBWAY","223","AVENUE B",10009,"Sandwiches"
"2067","CICCIO","190","6 AVENUE",10013,"Italian"
"2068","WEISS CAFE ROCKEFELLER UNIVERSITY","1188","YORK AVENUE",10065,"American"
"2069","CRIF DOGS / PLEASE DON'T TELL","113","ST  MARKS PLACE",10009,"American"
"2070","DRAGON NOODLE AND GRILL","150","CENTRE ST",10013,"Chinese"
"2071","CHATHAM SEAFOOD RESTAURANT","6","CHATHAM SQ",10038,"Chinese"
"2072","CARROT TOP PASTRIES","3931","BROADWAY",10032,"Bakery"
"2073","CAFE GITANE","242","MOTT STREET",10012,"Moroccan"
"2074","BIERHAUS","712","3 AVENUE",10017,"German"
"2075","HUANG'S GARDEN","1834","2ND AVE",10128,"Chinese"
"2076","SUSHIYA JAPANESE RESTAURANT","28","WEST   56 STREET",10019,"Japanese"
"2077","LA GAMELLE","241","BOWERY",10002,"American"
"2078","La Contenta Oeste","78","WEST   11 STREET",10011,"Mexican"
"2079","Park Central Hotel Kitchen","870","7 AVE",10019,"American"
"2080","PALM RESTAURANT","250","WEST   50 STREET",10019,"Steak"
"2081","RED BAMBOO","140","WEST    4 STREET",10012,"Vegetarian"
"2082","696 GOURMET DELI","696","3 AVENUE",10017,"Delicatessen"
"2083","CAFE OLIVIERO","850","7 AVENUE",10019,"American"
"2084","ANAGO SUSHI/ROYAL SIAM THAI","240","8 AVENUE",10011,"Thai"
"2085","SABA'S PIZZA","403","AMSTERDAM AVE",10024,"Pizza"
"2086","NEW YORK JR. LEAGUE","130","EAST   80 STREET",10075,"Caf̩/Coffee/Tea"
"2087","AMIR'S","2911","BROADWAY",10025,"Middle Eastern"
"2088","DOMINO'S","409","WEST  125 STREET",10027,"Pizza"
"2089","THE HALF KING","505507","WEST 23 STREET",10011,"American"
"2090","CRAVE FISH BAR","428","AMSTERDAM AVE",10024,"American"
"2091","D'MILTON RESTAURANT","94","ST NICHOLAS PLACE",10032,"Spanish"
"2092","RAFFLES","511","LEXINGTON AVENUE",10017,"American"
"2093","TIANTI BOOKS CAFE MEDiTATION","535","8TH AVE",10018,"American"
"2094","KAHVE","667","10TH AVE",10036,"Caf̩/Coffee/Tea"
"2095","VEZZO","178","LEXINGTON AVENUE",10016,"Pizza/Italian"
"2096","SNOWFOX","24","E 23RD ST",10010,"Japanese"
"2097","ST. CLOUD/CHARLIE PALMER AT THE KNICK","1466","BROADWAY",10036,"American"
"2098","OLD ROSE","113","JANE ST",10014,"American"
"2099","LUDLOW COFFEE SUPPLY","176","LUDLOW ST",10002,"Caf̩/Coffee/Tea"
"2100","RUMOURS","933","8 AVENUE",10019,"American"
"2101","TOWNHOUSE DINER","696","2 AVENUE",10016,"American"
"2102","BARKOGI","957","2 AVENUE",10022,"Asian"
"2103","METRO DINER","2641","BROADWAY",10025,"American"
"2104","GUANTANAMERA","939","8 AVENUE",10019,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"2105","FRAICHE MAXX","213","PARK AVE S",10003,"American"
"2106","TEQUILA CHITO'S MEXICAN GRILL","358","WEST   23 STREET",10011,"Mexican"
"2107","CAFE MOCHA","116","2 AVENUE",10003,"Caf̩/Coffee/Tea"
"2108","CALLE OCHO","45","WEST   81 STREET",10024,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"2109","TAQUERIA DIANA","129","2 AVE",10003,"Mexican"
"2110","HAKATA TON TON","61","GROVE STREET",10014,"Japanese"
"2111","510 11ST BAR","510","EAST   11 STREET",10009,"American"
"2112","THE MANSION","1634","YORK AVENUE",10028,"American"
"2113","MON CHER MARKET","339","BROADWAY",10013,"American"
"2114","CITIZENS OF CHELSEA","401","W 25TH ST",10001,"American"
"2115","TAKASHI","456","HUDSON STREET",10014,"Japanese"
"2116","SUBWAY","6466","DELANCY STREET",10002,"Sandwiches"
"2117","PICCOLA CUCINA","196","SPRING STREET",10012,"Italian"
"2118","CHIPOTLE MEXICAN GRILL","464","PARK AVENUE SOUTH",10016,"Mexican"
"2119","TSUSHIMA","210","E 44TH ST",10017,"Japanese"
"2120","THE SIMONE","151","EAST 82 STREET",10028,"French"
"2121","DAVID'S BAGELS","273","1 AVENUE",10003,"American"
"2122","DOMINO'S","736","WEST  181 STREET",10033,"Pizza"
"2123","EL CENTRO","824","9 AVENUE",10019,"Mexican"
"2124","ANEJO","668","10 AVENUE",10036,"Mexican"
"2125","STARBUCKS","825","8 AVENUE",10019,"Caf̩/Coffee/Tea"
"2126","ZEBU GRILL","305","EAST   92 STREET",10128,"Brazilian"
"2127","JG MELON RESTAURANT","1291","3 AVENUE",10021,"American"
"2128","DUNKIN' DONUTS","80","MADISON AVENUE",10016,"American"
"2129","SERAFINA GRILL","33","EAST 61 ST STREET",10065,"Italian"
"2130","JOE'S PIZZA","211","8 AVENUE",10011,"Pizza"
"2131","MARCHE MADISON","9","EAST   40 STREET",10016,"American"
"2132","PAPA JOHN'S","343","GRAND ST",10002,"Pizza"
"2133","CALIFORNIA PIZZA KITCHEN","440","PARK AVENUE SOUTH",10016,"Pizza/Italian"
"2134","THE TANG","120","1ST AVE",10009,"Asian"
"2135","HOOTERS","155","W 33RD ST",10001,"American"
"2136","WESTSIDE TAVERN","360","WEST   23 STREET",10011,"American"
"2137","MAISON KAYSER","1800","BROADWAY",10019,"Bakery"
"2138","NOMAD","78","2 AVENUE",10003,"Moroccan"
"2139","STAGE DOOR DELI","360","9TH AVE",10001,"Delicatessen"
"2140","BABYLON","208","EAST   34 STREET",10016,"Turkish"
"2141","HOT KITCHEN","104","2 AVENUE",10003,"Chinese"
"2142","ABC BEER CO.","96","AVENUE C",10009,"Sandwiches"
"2143","HI-COLLAR","214","EAST 10 STREET",10003,"Caf̩/Coffee/Tea"
"2144","CHICKEN RANCH","315","AUDUBON AVE",10033,"Chicken"
"2145","SID GOLD'S REQUEST ROOM","165","W 26TH ST",10001,"American"
"2146","SUBWAY","1752","PARK AVE",10035,"Sandwiches"
"2147","MCDONALD'S","354","WEST  125 STREET",10027,"American"
"2148","COYOTE UGLY","153","FIRST AVENUE",10003,"American"
"2149","JUICE GENERATION","979","8 AVENUE",10019,"Juice, Smoothies, Fruit Salads"
"2150","OOTOYA JAPANESE RESTAURANT","8","WEST   18 STREET",10011,"Japanese"
"2151","MALAYSIA GRILL","224","W 104TH ST",10025,"Asian"
"2152","ALL AMERICAN DELI","42","WATER STREET",10004,"Delicatessen"
"2153","EL SOMBRERO","108","STANTON ST",10002,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"2154","BEC","148","8TH AVE",10011,"American"
"2155","LANGANS BAR & RESTAURANT","150","WEST   47 STREET",10036,"Irish"
"2156","SUBWAY","1873","2ND AVE",10029,"Sandwiches/Salads/Mixed Buffet"
"2157","Honeyhaus Coffee","334","E 11TH ST",10003,"Caf̩/Coffee/Tea"
"2158","ESS-A-BAGEL","831","THIRD AVENUE",10022,"Bagels/Pretzels"
"2159","SALAM CAFE & REST","104","W. 13TH ST. (UNIT ONE)",10011,"Middle Eastern"
"2160","10 BELOW ICE CREAM","132","ALLEN ST",10002,"Ice Cream, Gelato, Yogurt, Ices"
"2161","EL CAMION CANTINA","194","AVENUE A",10009,"Mexican"
"2162","DL","95","DELANCEY STREET",10002,"American"
"2163","PRESSED JUICERY","7","E 14TH ST",10003,"Juice, Smoothies, Fruit Salads"
"2164","BROADWAY COMEDY CLUB","318","WEST 53 STREET",10019,"American"
"2165","PROPER WEST","54","W 39TH ST",10018,"American"
"2166","BUA","122-126","ST MARKS PLACE",10009,"American"
"2167","MR TAKA RAMEN","170","ALLEN ST",10002,"Japanese"
"2168","SALT AND PEPPER DINER","139","WEST   33 STREET",10001,"Middle Eastern"
