"","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION"
"9006","PICCOLA CUCINA","75","THOMPSON ST",10012,"Other"
"9007","Butterfield Cafe at 200 Lex","200","LEXINGTON AVE",10016,"American"
"9008","CLINTON HALL","90","WASHINGTON ST",10006,"American"
"9009","WU KONG","109","LAFAYETTE ST",10013,"Ice Cream, Gelato, Yogurt, Ices"
"9010","ZIA ESTERINA SORBILLO","112","MULBERRY ST",10013,"Pizza/Italian"
"9011","MANI IN PASTA","14","E 37TH ST",10016,"Other"
"9012","AIG 31ST FLOOR CAFE","175","WATER ST",10038,"American"
"9013","PINOLE RESTAURANT","179","E 115TH ST",10029,"Other"
"9014","REGINA'S GROCERY","27","ORCHARD ST",10002,"American"
"9015","GREGORYS COFFEE","356","7TH AVE",10001,"Caf̩/Coffee/Tea"
"9016","MATTO EXPRESS","114","E 40TH ST",10016,"Other"
"9017","CHRISTIE'S","20","ROCKEFELLER PLAZA",10020,"American"
"9018",NA,"359","GRAND ST",10002,"Other"
"9019","YVES","385","GREENWICH ST",10013,"American"
"9020","PIETRO NOLITA","174","ELIZABETH ST",10012,"Caf̩/Coffee/Tea"
"9021","COLORS NY","178","STANTON ST",10002,"American"
"9022","TINY SHANGHAI","122","MULBERRY ST",10013,"Chinese"
"9023","CONVENE 237 PARK","237","PARK AVE",10017,"American"
"9024","LITTLE BEAN","111","CENTRAL PARK N",10026,"American"
"9025","SWEETGREEN","1500","3RD AVE",10028,"Salads"
"9026","SUBABA","2564","AMSTERDAM AVE",10033,"Jewish/Kosher"
"9027","LENWICH","302","COLUMBUS AVE",10023,"American"
"9028","FRISSON ESPRESSO","36","3RD AVE",10003,"Caf̩/Coffee/Tea"
"9029","DUNKIN DONUTS","353","AMSTERDAM AVE",10024,"Donuts"
"9030","OBSESSIVE CHOCOLATE DISORDER","63","E 4TH ST",10003,"Nuts/Confectionary"
"9031","CLAWS","9","W 26TH ST",10010,"Other"
"9032","STARBUCKS","177","8 AVENUE",10011,"Caf̩/Coffee/Tea"
"9033","UPHEIGHTS","599","W 190TH ST",10040,"Caf̩/Coffee/Tea"
"9034","BAR MOGA","128","W HOUSTON ST",10012,"Japanese"
"9035","ANYWAY CAFE","519","BROOME ST",10013,"Other"
"9036","NON SOLO PIADA","302","W 37TH ST",10018,"Italian"
"9037","KIRKLAND & ELLIS CONFERENCE ROOMS","601","LEXINGTON AVE",10022,"American"
"9038","TUSCANY STEAKHOUSE","117","W 58TH ST",10019,"Steak"
"9039","99 Cent Tasty Pizza 6 Ave Inc.","388","AVE OF THE AMERICAS",10011,"Pizza"
"9040","LITTLE FROG FRANCOIS LATAPIE","322","E 86TH ST",10028,"French"
"9041","CLAY POT NYC","58","SAINT MARKS PL",10003,"Other"
"9042","DANGERFIELD'S NIGHT CLUB","1118","1 AVENUE",10065,"American"
"9043","STARBUCKS COFFEE","1411","BROADWAY",10018,"Caf̩/Coffee/Tea"
"9044","BLUE BOTTLE COFFEE","71","CLINTON ST",10002,"Caf̩/Coffee/Tea"
"9045","KAZUZA","107","AVENUE A",10009,"Middle Eastern"
"9046","LA MERCERIE","53","HOWARD ST",10013,"French"
"9047","Dunkin_x001A_ Donuts","900","SAINT NICHOLAS AVE",10032,"Donuts"
"9048","TACO BELL","321","1ST AVE",10003,"Other"
"9049","IL MULINO NEW YORK TRIBECA","361","GREENWICH ST",10013,"Other"
"9050","PALOMA ROCKET","7","CLINTON ST",10002,"American"
"9051","ANDO","31","W 14TH ST",10011,"American"
"9052","BITES","333","LAFAYETTE ST",10012,"American"
"9053","Tudor City","45","TUDOR CITY PL",10017,"Other"
"9054","LE SIA","11","E 7TH ST",10003,"Chinese"
"9055","ARBY'S","32","E 23RD ST",10010,"Sandwiches"
"9056","UOGASHI","188","1ST AVE",10009,"Japanese"
"9057","INDIKITCH","1190","6TH AVE",10036,"Indian"
"9058","Jack's Stir Brew","139","READE ST",10013,"Caf̩/Coffee/Tea"
"9059","BOWERY EATS (BOWERY KITCHEN APPLIANCE)","460","WEST   16 STREET",10011,"American"
"9060","DARK LAB ICE CREAM","14","ELIZABETH ST",10013,"Ice Cream, Gelato, Yogurt, Ices"
"9061","PASTELES CAPY","1320","SAINT NICHOLAS AVE",10033,"Bakery"
"9062","SODEXO @ PINTEREST NEW YORK","475","5TH AVE",10017,"American"
"9063","GUNTER SEEGER NY","641","HUDSON ST",10014,"American"
"9064","NEW YORK UNIVERSITY - PALLADIUM FOOD COURT","140","EAST 14 STREET",10003,"American"
"9065","TORTILLA FLATS","767","WASHINGTON STREET",10014,"Tex-Mex"
"9066","BORU BORU","774","AMSTERDAM AVE",10025,"Other"
"9067","LOCO COCO","835","LEXINGTON AVE",10065,"Juice, Smoothies, Fruit Salads"
"9068","LADY M CONFECTIONS","101","LIBERTY ST",10006,"Other"
"9069","STARBUCKS","639","3 AVENUE",10017,"Caf̩/Coffee/Tea"
"9070","HARLEM SHAKE","2162","2ND AVE",10029,"American"
"9071","TRIA DINER","22","CHATHAM SQ",10038,"American"
"9072","HANG CHOU","2266","3RD AVE",10035,"Chinese"
"9073","FIELDS GOOD CHICKEN","148","MADISON AVE",10016,"American"
"9074","A LA MODE SHOPPE","360","E 55TH ST",10022,"Ice Cream, Gelato, Yogurt, Ices"
"9075","GREGORYS COFFEE","630","9TH AVE",10036,"American"
"9076","EASTWARD POKE","178A","CHURCH ST",10013,"Hawaiian"
"9077",NA,"1506","SAINT NICHOLAS AVE",10033,"Other"
"9078","El Rey Annex","25","E 26TH ST",10010,"Other"
"9079","BURGER KING","106","FULTON ST",10038,"Other"
"9080","CHAMPION PIZZA","2","W 14TH ST",10011,"Pizza"
"9081","109 WEST BROADWAY FOOD & WINE LLC","109","W BROADWAY",10013,"Other"
"9082","SUBSTANCE ORGANIC JUICERY","2268","BROADWAY",10024,"Juice, Smoothies, Fruit Salads"
"9083","BLUE RIBBON FRIED CHICKEN","749","9TH AVE",10019,"Other"
"9084",NA,"1211","AVE AMERICAS",10036,"Other"
"9085","LMDM","37","BARROW ST",10014,"Other"
"9086","LE REVEIL COFFEE","1322","2ND AVE",10021,"Other"
"9087","DILL & PARSLEY","295","MADISON AVE",10017,"Other"
"9088","PIZZA SHOP","754","10TH AVE",10019,"Other"
"9089","KENNEDY'S","521","W 207TH ST",10034,"American"
"9090","ST. DYMPHNA'S","118","ST MARKS PLACE",10009,"Irish"
"9091","SANT AMBROEUS COFFEE BAR","1136","3RD AVE",10065,"Caf̩/Coffee/Tea"
"9092","STONE BRIDGE PIZZA & SALAD","16","EAST 41 STREET",10017,"Pizza"
"9093","FAY DA BAKERY","83","MOTT STREET",10013,"Bakery"
"9094","UNIDENTIFIED FLYING CHICKEN (UFC)","528","9TH AVE",10018,"Chicken"
"9095","MADISON ST PIZZA","223","MADISON ST",10002,"Other"
"9096","COURTYARD MANHATTAN EAST","866","3RD AVE",10022,"Other"
"9097",NA,"1467","2ND AVE",10075,"Other"
"9098","DEMO KITCHEN","1000","3RD AVE",10022,"American"
"9099","COMPASS GROUP USA, INC.","200","VESEY ST",10285,"Other"
"9100","FINE & RARE","9","E 37TH ST",10016,"American"
"9101","LA GUSTO PIZZA","382","8TH AVE",10001,"Other"
"9102","YORKVILLE BAGEL & CAFE","1821","2ND AVE",10128,"American"
"9103","FRIEDMAN'S","1187","AMSTERDAM AVE",10027,"American"
"9104","COTE STEAKHOUSE","16","W 22ND ST",10014,"Other"
"9105","OFFICE COFFEE","267","CANAL ST",10013,"Caf̩/Coffee/Tea"
"9106",NA,"158","W 72ND ST",10023,"Other"
"9107","FRESH & CO","4","W 58TH ST",10019,"Sandwiches/Salads/Mixed Buffet"
"9108",NA,"231","E 53RD ST",10022,"Other"
"9109","PENGUIN ICE CREAM","143B","HESTER ST",10002,"Ice Cream, Gelato, Yogurt, Ices"
"9110","THE FAT MONK","949","COLUMBUS AVE",10025,"American"
"9111","THELEWALA","112","MACDOUGAL ST",10012,"Indian"
"9112","BUGAMBILIAS BAKERY","1453","AMSTERDAM AVE",10027,"Bakery"
"9113","LA MARGARITA PIZZERIA","168","LUDLOW ST",10002,"Pizza"
"9114","LIVERA MAYA CAFE","301","W 96TH ST",10025,"Tex-Mex"
"9115","LA NEWYORKINA","NKA","W 30TH ST",10011,"Ice Cream, Gelato, Yogurt, Ices"
"9116",NA,"0","BRYANT PARK @ 42ND ST AND 5TH AVE",10018,"Other"
"9117","HANOI HOUSE","119","SAINT MARKS PL",10009,"Asian"
"9118","TRAMONTI","130","SAINT MARKS PL",10009,"Italian"
"9119","SOFT SWERVE","85B","ALLEN ST",10002,"Ice Cream, Gelato, Yogurt, Ices"
"9120","RESTAURANT ASSOCIATES LLC","727","5TH AVE",10022,"Other"
"9121","PRESSED JUICERY","337","PARK AVE S",10010,"Other"
"9122","JAMES PERSE ENTERPRISES","1128","MADISON AVE",10028,"Other"
"9123","ST KILDA COFFEE","328","W 44TH ST",10036,"Caf̩/Coffee/Tea"
"9124","TETSU","78","LEONARD ST",10013,"Other"
"9125","AMANO SUSHI","50","ELDRIDGE ST",10002,"Japanese"
"9126","BLUE DOG KITCHEN & BAR","308","W 50TH ST",10019,"American"
"9127","GO GREENLY","4865","BROADWAY",10034,"Other"
"9128","LOX","36","BATTERY PL",10280,"Jewish/Kosher"
"9129","Empire Diner","210","10TH AVE",10011,"American"
"9130","FENG CHA","99B","CHRYSTIE ST",10002,"Caf̩/Coffee/Tea"
"9131","GOOD STOCK","31","CARMINE ST",10014,"Soups"
"9132","HAWA","247","8TH AVE",10011,"Juice, Smoothies, Fruit Salads"
"9133",NA,"143","8TH AVE",10011,"Other"
"9134","GOTHAM PIZZA","88","3RD AVE",10003,"Pizza"
"9135","BENNY'S BURRITOS AND EMPANADAS","86","E 7TH ST",10003,"Other"
"9136","STARBUCKS","491/2","1 AVENUE",10003,"Caf̩/Coffee/Tea"
"9137",NA,"236","LAFAYETTE ST",10012,"Other"
"9138",NA,"527","W 48TH ST",10036,"Other"
"9139","BIG GAY ICE CREAM","12","FULTON ST",10038,"Other"
"9140","LUKE'S LOBSTER","124","UNIVERSITY PL",10003,"American"
"9141",NA,"57","W 84TH ST",10024,"Other"
"9142","FRENCHETTE","241","W BROADWAY",10013,"Other"
"9143","MISS PARADIS","47","PRINCE ST",10012,"Californian"
"9144","EPSTEIN'S BAR","82","STANTON ST",10002,"Other"
"9145","EGGLOO","147","AVENUE A",10009,"Ice Cream, Gelato, Yogurt, Ices"
"9146","THE KATI ROLL COMPANY","128","2ND AVE",10003,"Indian"
"9147","STARBUCKS","1380","6 AVENUE",10019,"Caf̩/Coffee/Tea"
"9148","SOUTH OF THE CLOUDS","16","W 8TH ST",10011,"Other"
"9149","THREE JEWELS","5","E 3RD ST",10003,"Other"
"9150","MS. YOO","163","ALLEN ST",10002,"Other"
"9151","FLORA BAR","945","MADISON AVE",10021,"French"
"9152","CAVA GRILL","143","4TH AVE",10003,"Mediterranean"
"9153","CHOLO NOIR","503","EAST 6 STREET",10009,"Other"
"9154","DEAR MAMA","308","E 109TH ST",10029,"Caf̩/Coffee/Tea"
"9155","TAB TOS","406","E 73RD ST",10021,"Japanese"
"9156","STAX ICE CREAM","279","GRAND ST",10002,"Ice Cream, Gelato, Yogurt, Ices"
"9157","JUKU","32","MULBERRY ST",10013,"Japanese"
"9158","ED'S ELBOW ROOM","308","E 78TH ST",10075,"American"
"9159","HWA YUAN SZECHUAN","42","E BROADWAY",10002,"Other"
"9160",NA,"2014","2ND AVE",10029,"Other"
"9161","AKIRA SUSHI","152","7TH AVE S",10014,"Japanese"
"9162","BAR VELOCE","328","W 12TH ST",10014,"Other"
"9163","PROJECT COZY","398","BROOME ST",10013,"Juice, Smoothies, Fruit Salads"
"9164","DUETSCHE BANK","345","PARK AVE",10154,"Caf̩/Coffee/Tea"
"9165","PROLOGUE COFFEE ROOM","120","LAFAYETTE ST",10013,"Caf̩/Coffee/Tea"
"9166",NA,"1324","2ND AVE",10021,"Other"
"9167","MEET FRESH","37","COOPER SQ",10003,"Other"
"9168","THE PRESS SHOP","74","BLEECKER ST",10012,"Sandwiches"
"9169","MOE'S SOUTHWEST GRILL","1029","AVENUE OF THE AMERICAS",10018,"Mexican"
"9170","DAN AND JOHNS WINGS","135","1ST AVE",10003,"American"
"9171","CARDONCELLO DIVINO","43","W 27TH ST",10001,"Other"
"9172","MAISON PICKLE","2309","BROADWAY",10024,"American"
"9173","DOMINO'S","200","E 89TH ST",10128,"Pizza"
"9174","PISELLINO","52","GROVE ST",10014,"Other"
"9175","CURRY HOUSE INDIAN CUISINE","123","ALLEN ST",10002,"Other"
"9176",NA,"29A","CLINTON ST",10002,"Other"
"9177","SIDEWALK TACOS","2163","2ND AVE",10029,"Mexican"
"9178","HOLIDAY INN EXPRESS MANHATTAN TIMES SQUARE SOUTH","60","W 36TH ST",10018,"American"
"9179","EL CENTRO CANRINA","359","W 54TH ST",10019,"Other"
"9180","GROOVE","125","MACDOUGAL ST",10012,"American"
"9181","NEW HOMEMADE DUMPLING","27A","ESSEX ST",10002,"Chinese"
"9182",NA,"229","E 53RD ST",10022,"Other"
"9183","Atieversiamo","329","W 51ST ST",10019,"Other"
"9184","MONROE","49","MONROE ST",10002,"American"
"9185","DC1 CAFE","1","UN PLZ",10017,"Caf̩/Coffee/Tea"
"9186","IKINARI STEAK","37","W 46TH ST",10036,"Other"
"9187","DIANNE & ELISABETH","644","10TH AVE",10036,"American"
"9188","ANCOLIE","58","W 8TH ST",10011,"Salads"
"9189","LE PAIN QUOTIDIEN","205","BLEECKER ST",10012,"Sandwiches/Salads/Mixed Buffet"
"9190","BUTTERCUP BAKE SHOP","828","7TH AVE",10019,"Bakery"
"9191",NA,"190","7TH AVE",10011,"Other"
"9192",NA,"312","5TH AVE",10001,"Other"
"9193","MAX SALAD AND JUICE BAR","2752A","BROADWAY",10025,"Other"
"9194",NA,"118","MADISON AVE",10016,"Other"
"9195",NA,"2925","8TH AVE",10039,"Other"
"9196","AS IS","734","10TH AVE",10019,"American"
"9197","IL CARINO RESTAURANT","1710","2ND AVE",10128,"Italian"
"9198","DOS TOROS TAQUERIA","555","8TH AVE",10018,"Other"
"9199","BROADWAY THEATRE","1681","BROADWAY",10019,"American"
"9200","NORMA","438","3RD AVE",10016,"Italian"
"9201","MARCHA","120","DYCKMAN ST",10040,"Other"
"9202","SBARRO","885","8TH AVE",10019,"Pizza/Italian"
"9203","SUBWAY","228","W HOUSTON ST",10014,"Other"
"9204","CAFE INTEGRAL","149","ELIZABETH ST",10012,"Caf̩/Coffee/Tea"
"9205","PURE GREEN","95","CHAMBERS ST",10007,"Juice, Smoothies, Fruit Salads"
"9206","CARIBE RESTAURANT","1562","SAINT NICHOLAS AVE",10040,"Spanish"
"9207","SALUGGI'S","399","GRAND ST",10002,"Italian"
"9208","MAKANA","1502","AMSTERDAM AVE",10031,"Hawaiian"
"9209","RADIO AMSTERDAM","407","AMSTERDAM AVE",10024,"Other"
"9210","FLIK @ HOLY NAME PROVINCE","129","W 31ST ST",10001,"Other"
"9211","AB SUSHI","11","W 36TH ST",10018,"Other"
"9212",NA,"17","JOHN ST",10038,"Other"
"9213","DON ANGIE","103","GREENWICH AVE",10014,"Italian"
"9214","BLOOMBERG CAFE","120","PARK AVE",10017,"American"
"9215","BARRYS BOOTCAMP","72","W 69TH ST",10023,"Other"
"9216","MANI IN PASTA PIZZERIA ROMANA","245","E 14TH ST",10003,"Other"
"9217","GOOD TASTE CHINESE RESTAURANT","3371","BROADWAY",10031,"Chinese"
"9218","NINTH STREET ESPRESSO","221","W 29TH ST",10001,"Other"
"9219","MAMA FINA'S","167","AVENUE A",10009,"Other"
"9220","TACUBA","802","9TH AVE",10019,"Mexican"
"9221","AOC EAST","1590","1ST AVE",10075,"Other"
"9222","PIZZA GRILL CAFE","89","CANAL ST",10002,"Other"
"9223","STANTON PIZZA","127","STANTON ST",10002,"Pizza"
"9224","DRAGON CHINESE NOODLE & GRILL","1268","AMSTERDAM AVE",10027,"Other"
"9225",NA,"1494","1ST AVE",10075,"Other"
"9226","LA PECORA BIANCA","950","2ND AVE",10022,"Other"
"9227","GOOD SEED","213","W 35TH ST",10001,"Salads"
"9228",NA,"2200","AMSTERDAM AVE",10032,"Other"
"9229","PURE GREEN","152","2ND AVE",10003,"Other"
"9230","BROOKLYN DINER","888","7 AVENUE",10106,"American"
"9231","WOKUNI","325","LEXINGTON AVE",10016,"Other"
"9232","GREGORYS COFFEE","485","MADISON AVE",10022,"Caf̩/Coffee/Tea"
"9233","WEST-BOURNE","137","SULLIVAN ST",10012,"Other"
"9234","PIATTO D'ORO","347","E 109TH ST",10029,"Italian"
"9235",NA,"22","E 29TH ST",10016,"Other"
"9236","BIRCH COFFEE","71","W HOUSTON ST",10012,"Caf̩/Coffee/Tea"
"9237","GRANO","645","5TH AVE",10022,"Italian"
"9238","ICE & VICE","NKA","TIMES SQUAREKIOSK BTW 43-44 ST",10036,"Ice Cream, Gelato, Yogurt, Ices"
"9239","THE VIAND DINER & BAR","517","COLUMBUS AVE",10024,"Other"
"9240","MR WHITE","123","SAINT MARKS PL",10009,"Other"
"9241","CHAMPION PIZZA","101","LUDLOW ST",10002,"Pizza"
"9242",NA,"171","AVENUE C",10009,"Other"
"9243",NA,"2309","7TH AVE",10030,"Other"
"9244",NA,"28","AVENUE B",10009,"Other"
"9245","NIKE HEADQUARTERS","855","6TH AVE",10001,"Other"
"9246",NA,"890","AMSTERDAM AVE",10025,"Other"
"9247","SWEETGREEN","1114","6TH AVE",10036,"Salads"
"9248","THAILICIOUS","75","BAXTER ST",10013,"Thai"
"9249",NA,"1346","AMSTERDAM AVE",10027,"Other"
"9250",NA,"79","GREENE ST",10012,"Other"
"9251",NA,"821","W 181ST ST",10033,"Other"
"9252","PASTA FLYER","510","6TH AVE",10011,"Other"
"9253","ZVAH INC","37","CANAL ST",10002,"Other"
"9254",NA,"164","BLEECKER ST",10012,"Other"
"9255",NA,"109","W 27TH ST",10001,"Other"
"9256","BURGER KING","1419","SAINT NICHOLAS AVE",10033,"Other"
"9257","DOMODOMO KITCHEN","140","W HOUSTON ST",10012,"Other"
"9258","POPEYES LOUISIANA KITCHEN","1908","3RD AVE",10029,"Chicken"
"9259","BEAUTY BAR","231","E 14TH ST",10003,"Other"
"9260","ET AL.","191","CHRYSTIE ST",10002,"Other"
"9261","PRODIGY COFFEE","33","CARMINE ST",10014,"Other"
"9262","JAHLOOKOVA","2531","FREDERICK DOUGLASS BLVD",10030,"Other"
"9263","OSTERIA 57","57","W 10TH ST",10011,"Other"
"9264","ELIAS CINCO DE MAYO","144B","W 37TH ST",10018,"Mexican"
"9265",NA,"1354","AMSTERDAM AVE",10027,"Other"
"9266","THE DANCER","202","CLINTON ST",10002,"Other"
"9267","CHUMLEY'S","86","BEDFORD ST",10014,"Other"
"9268","TRE GIOVANI","548","LAGUARDIA PL",10012,"Other"
"9269","BURGER INN AND GRILL","176","CHURCH ST",10013,"Indian"
"9270","BYGGYZ","37-39","CLINTON ST",10002,"American"
"9271","TANG'S STEAM","28","FORSYTH ST",10002,"Other"
"9272","UNTAMED SANDWICHES","643","LEXINGTON AVE",10022,"Sandwiches"
"9273",NA,"212","DELANCEY ST",10002,"Other"
"9274","VOULA RESTAURANT","9","JONES STREET",10014,"Greek"
"9275",NA,"103","W 14TH ST",10011,"Other"
"9276","SCAMPI","30","W 18TH ST",10011,"Other"
"9277","PROONG NOOLE BAR","347","1ST AVE",10010,"Japanese"
"9278","HUDSON RIVER TRADING","4","WORLD TRADE CTR",10007,"American"
"9279","CHAR SUE","119","ESSEX ST",10002,"Other"
"9280","BABY BRASA","173","7TH AVE S",10014,"Other"
"9281","BENEDICTS","516","HUDSON ST",10014,"Other"
"9282",NA,"228","W 47TH ST",10036,"Other"
"9283","REPUBLICA","160","DYCKMAN ST",10040,"Spanish"
"9284",NA,"450","HUDSON ST",10014,"Other"
"9285","CAFE FLORAL DELIGHT","380","E 10TH ST",10009,"Other"
"9286","YUAN","157","2ND AVE",10003,"Other"
"9287","WAGAMAMA","55","3RD AVE",10003,"Other"
"9288","VARIETY 57","311","W 57TH ST",10019,"American"
"9289","F4L Fitness for Life","501","W 167TH ST",10032,"Other"
"9290","27 West Chelsea Inc","544","W 27TH ST",10001,"Other"
"9291","BLUESTONE LANE","35","SPRING ST",10012,"Other"
"9292","THE PHLUID PROJECT","684","BROADWAY",10012,"Other"
"9293","JUICE GENERATION INC","4","ASTOR PL",10003,"Other"
"9294","JG MELON","480","AMSTERDAM AVE",10024,"Other"
"9295","HARWOOD ON HUDSON","430","HUDSON ST",10014,"Other"
"9296","VIN SUR VINGT","66","W BROADWAY",10007,"Other"
"9297","KISS MY FRENCH","303","E 53RD ST",10022,"American"
"9298","EL NUEVO CARRIBENO","1675","LEXINGTON AVE",10029,"Other"
