"","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION"
"4199","BELLA MIA","787","8 AVENUE",10036,"Italian"
"4200","IPANEMA RESTAURANT","43","W 46TH ST",10036,"Brazilian"
"4201","WISE FISH  POKE","263","W 19TH ST",10011,"Hawaiian"
"4202","MISO-YA","129","2 AVENUE",10003,"Japanese"
"4203","AUX MERVEILLEUX DE FRED","37","8TH AVE",10014,"Bakery"
"4204","KISS MY SLICE PIZZA","401","E 57TH ST",10022,"Pizza"
"4205","RAY'S PIZZA BAGEL CAFE","2","SAINT MARKS PL",10003,"Pizza/Italian"
"4206","PIG N WHISTLE","144","W 46TH ST",10036,"American"
"4207","AMATA","209","E 56TH ST",10022,"Italian"
"4208","GARI","370","COLUMBUS AVENUE",10024,"Japanese"
"4209","ACQUOLINA","2291","2ND AVE",10035,"American"
"4210","NYU - TORCH CLUB","18","WAVERLY PL",10003,"American"
"4211","TABATA 2 JAPANESE NOODLE RESTAURANT","557","8TH AVE",10018,"Japanese"
"4212","SUBWAY","1256","LEXINGTON AVENUE",10028,"Sandwiches"
"4213","CAFFE BENE","208","AVENUE A",10009,"Caf̩/Coffee/Tea"
"4214","RIVOLI PIZZA RESTAURANT","176","7 AVENUE SOUTH",10014,"Pizza"
"4215","ATO","28","GRAND ST",10013,"Chinese"
"4216","MELT BAKERY","NKN","HIGH LINE PK W 15TH ST",10011,"Ice Cream, Gelato, Yogurt, Ices"
"4217","CAFE VIVA","2578","BROADWAY",10025,"Jewish/Kosher"
"4218","STARBUCKS","145","2 AVENUE",10003,"Caf̩/Coffee/Tea"
"4219","EGGLOO","60","MULBERRY ST",10013,"Ice Cream, Gelato, Yogurt, Ices"
"4220","LOVERBOY","127","AVENUE C",10009,"Pizza"
"4221","TIVOLI CAFE","283","3RD AVE",10010,"American"
"4222","UPTOWN JUICE & VEG","52","E 125TH ST",10035,"Caribbean"
"4223","CITY WINERY","155","VARICK STREET",10013,"American"
"4224","SPICE HUT INDIAN RESTAURANT","2172","2ND AVE",10029,"Indian"
"4225","BEST WESTERN PREMIER HERALD SQUARE","48","W 36TH ST",10018,"American"
"4226","16 HANDLES","178","8 AVENUE",10011,"American"
"4227","OISHI VILLAGE SUSHI","199","2ND AVE",10003,"Japanese"
"4228","ANTOJITOS MEXICANO","511","W 181ST ST",10033,"Spanish"
"4229","FIORE'S PIZZA","165","BLEECKER STREET",10012,"Pizza"
"4230","GALANGA THAI COOKING","149","WEST 4 STREET",10012,"Thai"
"4231","MING'S RESTAURANT","413415","9 AVENUE",10001,"Chinese"
"4232","INDO CHINE","430","LAFAYETTE STREET",10003,"Asian"
"4233","TOWNHOUSE OF NY","236","EAST   58 STREET",10022,"American"
"4234","BETEL PARTY SUPPLY BAKERY","74","SHERMAN AVENUE",10040,"Bakery"
"4235","GOURMET PARK","119","EAST   60 STREET",10022,"Delicatessen"
"4236","Out Latin Food Philly Cheese Steak","710","9TH AVE",10019,"Mexican"
"4237","PETER MCMANUS CAFE","152","7 AVENUE",10011,"Irish"
"4238","YASO TANGBAO","220","E 42ND ST",10017,"Chinese"
"4239","CHIPOTLE MEXICAN GRILL","620","9 AVENUE",10036,"Tex-Mex"
"4240","THE WREN","344","BOWERY",10012,"American"
"4241","JACKSON HOLE","232","EAST   64 STREET",10065,"American"
"4242","O'LUNNEY'S TIMES SQUARE PUB","145","WEST 45 STREET",10036,"Irish"
"4243","AHIMSA GARDEN","265","E 10TH ST",10009,"Vegetarian"
"4244","SHAKE SHACK","49","GRAND CENTRAL TERMINAL",10017,"American"
"4245","PROMENADE BAR GRILL SUSHI","344","3RD AVENUE",10010,"American"
"4246","1 EAST 66TH STREET KITCHEN","1","EAST   66 STREET",10065,"American"
"4247","LILI'S 57","200","WEST   57 STREET",10019,"Chinese"
"4248","CAFE HONG KONG","51","BAYARD ST",10013,"Chinese"
"4249","THE MEATBALL SHOP","200","9TH AVE",10011,"Sandwiches"
"4250","YUCA BAR & RESTAURANT","111","AVENUE A",10009,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"4251","BLACKWELLS","150","E 47TH ST",10017,"American"
"4252","THE WHEELTAPPER","141","EAST   44 STREET",10017,"American"
"4253","INDIAN EXPRESS","301","W 154TH ST",10039,"Indian"
"4254","NEW YORK UNIVERSITY - LAW SCHOOL CAFE","245","SULLIVAN STREET",10012,"Caf̩/Coffee/Tea"
"4255","OLLIES 42ND","411","WEST   42 STREET",10036,"Chinese"
"4256","HOY WONG RESTAURANT","81","MOTT STREET",10013,"Chinese"
"4257","THAI VILLA","5","E 19TH ST",10003,"Thai"
"4258","ARMONIE","1649","PARK AVENUE",10035,"Italian"
"4259","GONG CHA","209","E 14TH ST",10003,"Caf̩/Coffee/Tea"
"4260","ACE BAR","531","EAST    5 STREET",10009,"American"
"4261","HEADLESS HORSEMAN","119","EAST   15 STREET",10003,"French"
"4262","VINTNER WINE MARKET (BEERS & CHEESE)","677","9TH AVE",10036,"Sandwiches"
"4263","GIOVANNI 25","25","EAST   83 STREET",10028,"Italian"
"4264","TOUT VA BIEN","311","WEST   51 STREET",10019,"French"
"4265","SENN THAI COMFORT FOOD","452","AMSTERDAM AVE",10024,"Thai"
"4266","THE MONKEY ROOM","589","FORT WASHINGTON AVENUE",10033,"American"
"4267","PRINTON 56","50","WEST   56 STREET",10019,"Delicatessen"
"4268","BONCHON","267","W 23RD ST",10011,"Korean"
"4269","PEKING ROAST DUCK","858","8TH AVE",10019,"Chinese"
"4270","OSTERIA LAGUNA","209","EAST   42 STREET",10017,"Italian"
"4271","MERCHANTS RIVER HOUSE","375","SOUTH END AVENUE",10280,"American"
"4272","AROY DEE THAI KITCHEN","20","JOHN STREET",10038,"Thai"
"4273","NUMERO 28 PIZZERIA","658660","AMSTERDAM AVENUE",10025,"Pizza/Italian"
"4274","99 CENT FRESH PIZZA","71","2ND AVE",10003,"Pizza"
"4275","GO NOODLE","1069","1ST AVE",10022,"Chinese"
"4276","BISTRO MARKETPLACE","125","PARK AVENUE",10017,"Delicatessen"
"4277","KENNY'S DELI","32","W 38TH ST",10018,"American"
"4278","THE BEATRICE INN","285","W 12TH ST",10014,"American"
"4279","DUNKIN DONUTS","5","PARK PLACE",10007,"Donuts"
"4280","2 BROS PIZZA","542","9 AVENUE",10018,"Pizza"
"4281","SUSHI GAMA","1403","2ND AVE",10021,"Japanese"
"4282","THE KING COLE BAR","2","EAST   55 STREET",10022,"American"
"4283","DUKE'S","1596 1598","2ND  AVENUE",10028,"American"
"4284","@NINE","592","9 AVENUE",10036,"Thai"
"4285","VINTRY","57","STONE STREET",10004,"American"
"4286","STARBUCKS","300","WEST   23 STREET",10011,"Caf̩/Coffee/Tea"
"4287","SBARRO","159","WEST   33 STREET",10001,"Pizza/Italian"
"4288","GO CATERING","58","LISPENARD ST",10013,"American"
"4289","PFIZER CAFE","235","E 42ND ST",10017,"American"
"4290","LILLY O'BRIENS","18","MURRAY ST",10007,"American"
"4291","MORTON'S THE STEAKHOUSE","5","EAST   45 STREET",10176,"American"
"4292","BREAD & BUTTER","757","3RD AVE",10019,"Delicatessen"
"4293","J EAST CHINESE RESTAURANT","175","3 AVENUE",10003,"Chinese"
"4294","DALLAS BBQ","132","SECOND AVENUE",10003,"Barbecue"
"4295","SAN MATTEO PIZZA ESPRESSO BAR","1739","2 AVENUE",10128,"Pizza"
"4296","CONVENE","810","7 AVENUE",10019,"American"
"4297","CHOP'T","18","EAST   23 STREET",10010,"Salads"
"4298","TOSCANA 49","143","E 49TH ST",10017,"Italian"
"4299","STARBUCKS","335","MADISON AVENUE",10017,"Caf̩/Coffee/Tea"
"4300","MILOS CAFE","146","WEST   57 STREET",10019,"Caf̩/Coffee/Tea"
"4301","FOOLS GOLD","145","E HOUSTON ST",10002,"American"
"4302","TOLEDO","6","EAST   36 STREET",10016,"Spanish"
"4303","SOJOURN","242-244","EAST   79 STREET",10075,"Mediterranean"
"4304","DEATH AVE","315","10 AVENUE",10001,"American"
"4305","THE UNCOMMONS","230","THOMPSON ST",10012,"Delicatessen"
"4306","RANDOM HOUSE","1745","BROADWAY",10019,"American"
"4307","CHANSON","20","W 23RD ST",10010,"Bakery"
"4308","SOUTHERN HOSPITALITY","645","9 AVENUE",10036,"Barbecue"
"4309","MAGGIES PLACE","21","EAST   47 STREET",10017,"American"
"4310","HARMONIE CLUB","4","EAST   60 STREET",10022,"American"
"4311","COCO","1384","BROADWAY",10018,"Juice, Smoothies, Fruit Salads"
"4312","SAPPHIRES EAST","333","EAST   60 STREET",10022,"American"
"4313","ARCADE BAKERY","220","CHURCH ST",10013,"Bakery"
"4314","GO GO CURRY","12","JOHN STREET",10038,"Japanese"
"4315","CLUB 101","101","PARK AVENUE",10013,"American"
"4316","DELMONICO GOURMET","375","LEXINGTON AVENUE",10017,"American"
"4317","SANDWICHERIE","127","4TH AVE",10003,"Sandwiches/Salads/Mixed Buffet"
"4318","THE BEST PIZZA","748","9 AVENUE",10019,"Pizza"
"4319","COFFEED","590","AVENUE OF THE AMERICAS",10011,"Caf̩/Coffee/Tea"
"4320","LE COUCOU","138","LAFAYETTE ST",10013,"French"
"4321","DISTRICT TAP HOUSE","246","W 38TH ST",10018,"American"
"4322","HYATT HERALD SQUARE","30","W 31ST ST",10001,"American"
"4323","COCO FRESH TEA & JUICE","79","DIVISION ST",10002,"Juice, Smoothies, Fruit Salads"
"4324","JIANG CHINA KING","1759","LEXINGTON AVE",10029,"Chinese"
"4325","EL NUEVO TAINO","2228","AMSTERDAM AVENUE",10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"4326","GUNBAE","67","MURRAY ST",10007,"Korean"
"4327","KIKKU JAPANESE RESTAURANT","50","WEST   55 STREET",10019,"Japanese"
"4328","VANGUARD WINE BAR","530","2 AVENUE",10016,"American"
"4329","MCSORLEY'S OLD ALE HOUSE","15","EAST    7 STREET",10003,"Irish"
"4330","ORWASHERS","440","AMSTERDAM AVE",10024,"Bakery"
"4331","GIN FIZZP","308","LENOX AVE",10027,"Other"
"4332","ATERA","77","WORTH STREET",10013,"American"
"4333","BAOSHOPTE","34","CANAL ST",10002,"Asian"
"4334","CARMA ASIAN TAPAS","38","CARMINE ST",10014,"Asian"
"4335","DIRTY BIRD TO-GO","204","WEST   14 STREET",10011,"Chicken"
"4336","ACUARIO CAFE","306","WEST   37 STREET",10018,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"4337","INSOMNIA COOKIES","405","AMSTERDAM AVENUE",10024,"American"
"4338","GRAND SALON AND BAR","28","W 53RD ST",10019,"American"
"4339","JACK DEMSEY'S PUB","36","WEST   33 STREET",10001,"Irish"
"4340","BLOCKHEADS BURRITOS","60","3RD AVE",10003,"Mexican"
"4341","FLORIDITA RESTAURANT UPTOWN","4162","BROADWAY",10033,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"4342","SHIMIZU RESTAURANT","318324","51 STREET",10019,"Japanese"
"4343","AQUAVIT","65","EAST   55 STREET",10022,"Scandinavian"
"4344","JIMBO'S HAMBURGER PALACE","528","WEST  145 STREET",10031,"American"
"4345","CLOISTER CAFE","238","EAST    9 STREET",10003,"American"
"4346","SISTER JANE","349","E 13TH ST",10003,"American"
"4347","MULLIGAN'S PUB","267","MADISON AVENUE",10016,"Irish"
"4348","LENWICH","25","PARK PL",10007,"Soups & Sandwiches"
"4349","DUNKIN' DONUTS, BASKIN ROBBINS","201","MADISON STREET",10002,"Donuts"
"4350","NEGRIL","70","WEST    3 STREET",10012,"Caribbean"
"4351","STARRY NIGHT","28","W 33 STREET",10001,"Korean"
"4352","DOC WATSONS","1490","2 AVENUE",10075,"American"
"4353","HARNEY & SONS TEA","433","BROOME STREET",10013,"Caf̩/Coffee/Tea"
"4354","ANTALIA TURKISH CUISINE","17","WEST   45 STREET",10036,"Turkish"
"4355","TWO HANDS","164","MOTT ST",10013,"American"
"4356","THE PIG & WHISTLE PUB","202","WEST   36 STREET",10018,"American"
"4357","THE LITTLE PRINCE","199","PRINCE STREET",10012,"French"
"4358","CAMPEON","9","EAST   16 STREET",10003,"Mexican"
"4359","DUNKIN' DONUTS","111","WEST  110 STREET",10026,"American"
"4360","TWO HANDS TRIBECA","251","CHURCH ST",10013,"Australian"
"4361","NEXT BAR & LOUNGE","43","MOTT STREET",10013,"Chinese"
"4362","BOSIE TEA PARLOR","10","MORTON STREET",10014,"Caf̩/Coffee/Tea"
"4363","LITTLE ITALY PIZZA","55","WEST   45 STREET",10036,"Pizza"
"4364","COLUMBUS AVE DELI & CAFE","556","COLUMBUS AVENUE",10024,"Delicatessen"
"4365","BURGER KING","146","DELANCEY ST",10002,"Hamburgers"
"4366","PONDICHERI","15","W 27TH ST",10001,"Indian"
"4367","SWAGAT","411","AMSTERDAM AVENUE",10024,"Indian"
"4368","SAL ANTHONY'S RESTAURANT","226","3RD AVE",10003,"Italian"
"4369","DON'S BOGAM BLACK","276","5TH AVE",10001,"Korean"
"4370","CARLETON LOUNGE","500","W 120TH ST",10027,"American"
"4371","BAR CATALINA","675A","9TH AVE",10036,"Irish"
"4372","FUEL GRILL AND JUICE BAR","379","3RD AVE",10016,"Juice, Smoothies, Fruit Salads"
"4373","BLACK TAP LES","177","LUDLOW ST",10002,"American"
"4374","TOSHI'S LIVING ROOM","9","WEST   26 STREET",10010,"American"
"4375","NONNA L.E.S. PIZZERIA","105","CLINTON STREET",10002,"Pizza/Italian"
"4376","JUST MADE SUSHI (DD MARU)","267","WEST   17 STREET",10011,"Japanese"
"4377","DUNKIN' DONUTS","693","9 AVENUE",10036,"Donuts"
"4378","THE HOG PIT NEW YORK CITY","37","WEST   26 STREET",10010,"Barbecue"
"4379","LA LOMITA MEXICAN DELI","3866-3868","10TH AVE",10034,"Mexican"
"4380","D'LILI BAKERY","526","W 207TH ST",10034,"Bakery"
"4381","NEW HAPPY JOY CHINESE KITCHEN","760","10TH AVE",10019,"Chinese"
"4382","RANDOLPH BEER","343","BROOME STREET",10013,"American"
"4383","IL BRIGANTE","214","FRONT STREET",10038,"Italian"
"4384","CARVEL ICE CREAM, DAYLIGHT DONUTS, KUNG FU TEA","9","BROADWAY",10004,"Ice Cream, Gelato, Yogurt, Ices"
"4385","ROSELLA'S PIZZERIA","164","WILLIAM STREET",10038,"Pizza"
"4386","HUMMUS KITCHEN","768","9TH AVE",10019,"Jewish/Kosher"
"4387","PELLEGRINO'S","138","MULBERRY STREET",10013,"Italian"
"4388","GINO SORBILLO","334","BOWERY",10012,"Pizza"
"4389","BASERA INDIAN BISTRO","745","9 AVENUE",10019,"Indian"
"4390","LANDMARK COFFEE SHOP","158","GRAND STREET",10013,"American"
"4391","JUE LAN CLUB","49","W 20TH ST",10011,"Asian"
"4392","CONNOLLY'S PUB","14","EAST   47 STREET",10017,"Irish"
"4393","LITTLE BRANCH","20","7 AVENUE SOUTH",10014,"American"
"4394","9TH AVE SALOON","656","9 AVENUE",10036,"American"
"4395","LE CIRQUE","151","EAST   58 STREET",10022,"French"
"4396","SUSHI WEST","556","HUDSON STREET",10014,"Japanese"
"4397","TOASTIES","6","EAST   48 STREET",10017,"American"
"4398","SNOWDAYS SHAVERY","241","E 10TH ST",10003,"Ice Cream, Gelato, Yogurt, Ices"
"4399","ARGO TEA CAFE","1792","BROADWAY",10019,"Caf̩/Coffee/Tea"
"4400","IFH EL BUFFET RESTAURANT  ALBERTO'S MOFONGO HOUSE","217","DYCKMAN STREET",10040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"4401","IL CAFFE LATTE","189","LENOX AVENUE",10026,"Caf̩/Coffee/Tea"
"4402","KOFFEECAKE CORNER","775","AVENUE OF THE AMERICAS",10001,"Caf̩/Coffee/Tea"
"4403","LITTLE ITALY PIZZA","521","5 AVENUE",10175,"Pizza"
"4404","UDON WEST","150","E 46TH ST",10017,"Japanese"
"4405","SARDIS RESTAURANT","234","WEST   44 STREET",10036,"American"
"4406","TONY'S DI NAPOLI","1081","3 AVENUE",10065,"Italian"
"4407","KILO","857","9 AVENUE",10019,"American"
"4408","UMI SUSHI JAPANESE CUISINE","118","EAST   31 STREET",10016,"Japanese"
"4409","ELIM DELI CAFE","851","LEXINGTON AVENUE",10065,"Delicatessen"
"4410","WICHCRAFT","397","GREENWICH STREET",10013,"Sandwiches"
"4411","CLAUDIO'S","334","8TH AVE",10001,"Pizza/Italian"
"4412","IMPERIAL THEATRE","249","WEST   45 STREET",10036,"American"
"4413","NEAPOLITAN EXPRESS","40","WALL ST",10005,"Pizza"
"4414","ALTUS CAFE","4325","BROADWAY",10033,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"4415","CONCORD GARDEN RESTAURANT","990","AMSTERDAM AVENUE",10025,"Chinese"
"4416","ROSENS CAFE","2","BROADWAY",10004,"American"
"4417","BLACK SEED BAGELS","170","ELIZABETH ST",10012,"American"
"4418","SAM'S DELI","30","MULBERRY ST",10013,"American"
"4419","ROYAL SEAFOOD CUISINE","103-105","MOTT ST",10013,"Chinese"
"4420","GUAJILLO RESTAURANT","2277","1ST AVE",10035,"Mexican"
"4421","EL NUEVO CARIDAD RESTAURANT","225759","2ND AVE",10029,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"4422","BRODO BROTH CO","63","SPRING ST",10012,"Other"
"4423","PANINI CAFE","589","1ST AVE",10016,"Delicatessen"
"4424","THAI BKK","2021","LEXINGTON AVE",10035,"Thai"
"4425","COPPELIA CUBAN LUNCHEONETTE","207","WEST   14 STREET",10011,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"4426","EFFYS AT THE 92Y","1395","LEXINGTON AVE",10128,"Mediterranean"
"4427","33 GREENWICH","33","GREENWICH AVE",10014,"American"
"4428","CAFE VERDE","212","N END AVE",10282,"Caf̩/Coffee/Tea"
"4429","AFGHAN KEBAB HOUSE","1345","2ND AVE",10021,"Afghan"
"4430","UNCLE LUO YANG","928","AMSTERDAM AVE",10025,"Asian"
"4431","POTBELLY SANDWICH","366","5 AVENUE",10001,"Sandwiches/Salads/Mixed Buffet"
"4432","MANHATTAN MONSTER","80","GROVE STREET",10014,"American"
"4433","MAOZ Falafel & Grill","683","8 AVENUE",10036,"American"
"4434","DR SMOOD","470","BROOME ST",10013,"Caf̩/Coffee/Tea"
"4435","TOFU TOFU","96","BOWERY",10013,"Korean"
"4436","THAI SLIDERS","150","8TH AVE",10011,"Thai"
"4437","SASABUNE EXPRESS NEW YORK","322","EAST   59 STREET",10022,"Japanese"
"4438","BOND ST","6","BOND STREET",10012,"Japanese"
"4439","STARBUCKS","2690","BROADWAY",10025,"Caf̩/Coffee/Tea"
"4440","UN PLAZA GRILL","845","UNITED NATIONS PLZ",10017,"Jewish/Kosher"
"4441","NEW WONJO RESTAURANT","23","WEST   32 STREET",10001,"Korean"
"4442","PIER 79/NY WATERWAY SEATTLE CAFE","79","W 38TH ST",10018,"American"
"4443","UNION BAR & KITCHEN","300","SPRING ST",10013,"American"
"4444","THE BIG SLICE","146","5TH AVE",10011,"Pizza/Italian"
"4445","BARBOUNIA","250","PARK AVENUE SOUTH",10003,"Mediterranean"
"4446","SHABU TATSU","216","EAST   10 STREET",10003,"Japanese"
"4447","CHALK POINT KITCHEN","525","BROOME ST",10013,"American"
"4448","UDON WEST","11","ST MARKS PLACE",10003,"Japanese"
"4449","CITI CAFE/ROHATYN ROOM","881","7TH AVE",10019,"American"
"4450","HAWKERS","225","E 14TH ST",10003,"Asian"
"4451","FISHTAG","222","WEST 79 STREET",10024,"American"
"4452","MR. BIGGS BAR AND GRILL","596","10 AVENUE",10036,"American"
"4453","LENOX COFFEE","60","WEST  129 STREET",10027,"Caf̩/Coffee/Tea"
"4454","BARAKA BUFFET","2546","FREDERICK DOUGLASS BOULEVARD",10030,"African"
"4455","FRANCHIA","12","PARK AVENUE",10016,"Korean"
"4456","THE JOYCE THEATER","175","EIGHTH AVENUE",10011,"American"
"4457","THE JUICE SHOP","80","BROAD ST",10004,"Juice, Smoothies, Fruit Salads"
"4458","SOBA-YA","229","EAST    9 STREET",10003,"Japanese"
"4459","NAYA EXPRESS","686","3 AVENUE",10017,"Mediterranean"
"4460","PADDY REILLY'S BAR","519","2 AVENUE",10016,"Bottled beverages, including water, sodas, juices, etc."
"4461","JIMMY'S HOUSE","162","E 25TH ST",10010,"Chinese"
"4462","DUNKIN' DONUTS","1093","2 AVENUE",10022,"Donuts"
"4463","ICHIMASA JAPANESE RESTAURANT","302","WEST   50 STREET",10019,"Japanese"
"4464","MUNCHERY","435","E 86TH ST",10028,"American"
"4465","ROAST KITCHEN","58","E 56TH ST",10022,"American"
"4466","ISLAND OYSTER","10","SOUTH STREET",10004,"Other"
"4467","MAMA'S RESTAURANT JAMAICAN AND AMERICAN FOOD","2347","2 AVENUE",10035,"Caribbean"
"4468","HUNG YIP CHINESE RESTAURANT","7","W 45TH ST",10036,"Chinese"
"4469","THE AUSTRALIAN","20","WEST 38 STREET",10018,"Australian"
"4470","BROTHER JIMMY'S BBQ","181","LEXINGTON AVENUE",10016,"Barbecue"
"4471","L.E.S KITCHEN","15","ESSEX ST",10002,"Hamburgers"
"4472","VU BAR","17","WEST   32 STREET",10001,"American"
"4473","AMARONE RESTAURANT","686","9 AVENUE",10036,"Italian"
"4474","LITTLE RUBY'S","219","MULBERRY ST",10012,"Australian"
"4475","CAFE FRIDA","368","COLUMBUS AVENUE",10024,"Mexican"
"4476","CHICKPEA, RED MANGO","1413","MADISON AVENUE",10029,"Mediterranean"
"4477","HARLEM PIZZA CO.","135","W 116TH ST",10026,"Pizza"
"4478","CHINA CHALET","47","BROADWAY",10006,"Chinese"
"4479","EL NUEVO AMANECER RESTAURANT","3666","BROADWAY",10031,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"4480","LASAGNA RESTAURANT","196","8 AVENUE",10011,"Italian"
"4481","FIGAROLA PIZZERIA","1284","1 AVENUE",10065,"Pizza"
"4482","STARBUCKS","471","BROADWAY",10013,"Caf̩/Coffee/Tea"
"4483","SHANGHAI MONG","30","W 32ND ST",10001,"Korean"
"4484","MORTON'S THE STEAKHOUSE","136","WASHINGTON STREET",10006,"Steak"
"4485","UNDERGROUND PIZZA","2","WILLIAM STREET",10004,"Pizza"
"4486","IVAN RAMEN","25","CLINTON ST",10002,"Japanese"
"4487","BANC CAFE","431","3 AVENUE",10016,"Irish"
"4488","KIIN THAI EATERY","36","EAST    8 STREET",10003,"Thai"
"4489","HESS CAFE","1185","AVE AMERICAS",10036,"Caf̩/Coffee/Tea"
"4490","SUSHI YOU","246","EAST   51 STREET",10022,"Japanese"
"4491","DUNKIN' DONUTS","153","W 36TH ST",10018,"Donuts"
"4492","MANOLO TAPAS RESTAURANT","4161","BROADWAY",10033,"Tapas"
"4493","CIELO","18","LITTLE WEST 12 STREET",10014,"American"
"4494","STAGECOACH TAVERN","834","7TH AVENUE",10019,"American"
"4495","FOOD MART DELI","1321","YORK AVENUE",10021,"Delicatessen"
"4496","PERK KAFE","162","E 37TH ST",10016,"Caf̩/Coffee/Tea"
"4497","THE HALAL GUYS","720","AMSTERDAM AVE",10025,"Middle Eastern"
"4498","PELOTON LOUNGE","140","W 23RD ST",10011,"Caf̩/Coffee/Tea"
"4499","AMERICAN LEGION VETERANS POST","248","WEST  132 STREET",10027,"American"
"4500","CHARLES PAN FRIED CHICKEN","2461","FREDERICK DOUGLASS BLVD",10027,"Chicken"
"4501","JES COFFEE","47","MARKET ST",10002,"Caf̩/Coffee/Tea"
"4502","KENNEDY'S CHICKEN & GRILL","1550","SAINT NICHOLAS AVE",10040,"American"
"4503","CAFE ZAIYA","69","COOPER SQUARE",10003,"Caf̩/Coffee/Tea"
"4504","SWEET TIME DESSERT CAFE","171","W 4TH ST",10014,"Bakery"
"4505","JALAPENO DELI","1629","LEXINGTON AVENUE",10029,"Mexican"
"4506","PENNSYLVANIA 6","132","WEST   31 STREET",10001,"American"
"4507","LADY M BRYANT PARK","36","W 40TH ST",10018,"Bakery"
"4508","PASTEUR GRILL & NOODLES","85","BAXTER ST",10013,"Vietnamese/Cambodian/Malaysia"
"4509","THE SMITH","1150","BROADWAY",10001,"American"
"4510","HARRY'S ITALIAN","225","MURRAY ST",10282,"Italian"
"4511","MIKES PIZZA","415","SECOND AVENUE",10010,"Pizza/Italian"
"4512","LA GRENOUILLE","3","EAST   52 STREET",10022,"French"
"4513","LE BOTANISTE","127","GRAND ST",10013,"Vegetarian"
"4514","THE GRAFTON PUBLIC HOUSE","126","1 AVENUE",10009,"American"
"4515","JERSEY MIKE'S SUBS","938","3RD AVE",10022,"Sandwiches"
"4516","WINE 30","41","EAST   30 STREET",10016,"Mediterranean"
"4517","BLIMPIE","1928","3 AVENUE",10029,"Sandwiches"
"4518","AVE NIDA","25","AVENUE B",10009,"American"
"4519","LA TARTE FLAMBEE","153","E 33RD ST",10016,"French"
"4520","SOPHIES CUBAN CUISINE","76","FULTON ST",10038,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"4521","NINO TUSCANY","117","WEST   58 STREET",10019,"Italian"
"4522","TRUFA RESTAURANT","3431","BROADWAY",10031,"Italian"
"4523","SOPHIE'S","507","EAST    5 STREET",10009,"American"
"4524","EMPORIO","231","MOTT STREET",10012,"Italian"
"4525","MEXICAN FESTIVAL","2672","BROADWAY",10025,"Mexican"
"4526","SOLAS","232","EAST    9 STREET",10003,"American"
"4527","MINNIE'S","29","CLINTON STREET",10002,"American"
"4528","PERIDANCE CAPEZIO CENTER CAFE","126","EAST   13 STREET",10003,"Caf̩/Coffee/Tea"
"4529","RED EGG","202","CENTRE ST",10013,"Chinese"
"4530","STARBUCKS","76","9 AVENUE",10011,"Caf̩/Coffee/Tea"
"4531","PRET A MANGER","389","5 AVENUE",10016,"Soups & Sandwiches"
"4532","PRET A MANGER","2","PARK AVENUE",10016,"Sandwiches"
"4533","HUMBERTO'S RICE & BEANS RESTAURANT","1318","SAINT NICHOLAS AVE",10033,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"4534","NISI","549","MAIN ST",10044,"American"
"4535","NUMERO 28 PIZZERIA","2628","CARMINE STREET",10014,"Italian"
"4536","PANINI & CO","115","BROADWAY",10006,"Sandwiches"
"4537","MURALS ON 54/RANDOLPHS'S","65","WEST   54 STREET",10019,"American"
"4538","QUEEN VIC","68","SECOND AVENUE",10003,"American"
"4539","THE IMMIGRANT TAP ROOM","341","E 9TH ST",10003,"American"
"4540","2 BROS PIZZA","32","ST MARKS PLACE",10003,"Pizza"
"4541","APPLE JACK DINER","1725","BROADWAY",10019,"American"
"4542","TRINITY PUB","229","EAST   84 STREET",10028,"American"
"4543","MARKET PLACE (CENTERPLATE)","655","WEST   34 STREET",10001,"American"
"4544","CHOKOLAT PATISSERIE","3111","BROADWAY",10027,"French"
"4545","HEALTHY LIVING 106 (Herbal Life)","167","EAST  106 STREET",10029,"Other"
"4546","REBELLE","218","BOWERY",10012,"French"
"4547","JJ BROWN CUP","1707","2ND AVE",10128,"Caf̩/Coffee/Tea"
"4548","MASAWA","1239","AMSTERDAM AVENUE",10027,"Ethiopian"
"4549","MENDY'S KOSHER DELICATESSEN","10","ROCKEFELLER PLAZA",10020,"Jewish/Kosher"
"4550","SILVER PALACE","3438","BROADWAY",10031,"Chinese"
"4551","GOLDEN MANNA BAKERY","16","BOWERY ST",10013,"Bakery"
"4552","TELEGRAPHE CAFE","107","WEST   18 STREET",10011,"American"
"4553","IL BUCO ALIMENTARIVINERIA","53","GREAT JONES STREET",10012,"Italian"
"4554","WENDY'S","938","8TH AVE",10019,"Hamburgers"
"4555","THE HALAL GUYS","307","E 14TH ST",10003,"Mediterranean"
