"","CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINE.DESCRIPTION","INSPECTION.DATE","ACTION","VIOLATION.CODE","VIOLATION.DESCRIPTION","CRITICAL.FLAG","SCORE","GRADE","GRADE.DATE","RECORD.DATE","INSPECTION.TYPE"
"2883",41038585,"LA TERRAZA RESTAURANT","MANHATTAN","3881","BROADWAY","10032","2127950615","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",42669,"Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility_x001A_s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical",16,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"2884",40738050,"AU BON PAIN","MANHATTAN","125","WEST   55 STREET","10019","2122466518","Sandwiches/Salads/Mixed Buffet",41962,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",24,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"2885",50007460,"KRUST PIZZA","MANHATTAN","226","E 14TH ST","10003","2125108869","Pizza",42012,"Violations were cited in the following area(s).","03A","Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.","Critical",12,"A",42012,43138,"Cycle Inspection / Initial Inspection"
"2886",50002933,"SUBWAY","MANHATTAN","367","W 34TH ST","10001","2125649191","Sandwiches",41950,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",9,"A",41950,43138,"Cycle Inspection / Re-inspection"
"2887",50068844,"PLAYA BOWLS","MANHATTAN","108","MACDOUGAL ST","10012","6465737627","Juice, Smoothies, Fruit Salads",42985,"Violations were cited in the following area(s).","04E","Toxic chemical improperly labeled, stored or used such that food contamination may occur.","Critical",21,NA,NA,43138,"Pre-permit (Non-operational) / Initial Inspection"
"2888",50045449,"FRED'S at BARNEYS NEW YORK","MANHATTAN","161","W 16TH ST","10011","6462646402","American",43054,"Violations were cited in the following area(s).","02B","Hot food item not held at or above 140Âº F.","Critical",27,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"2889",50039715,"ERIN MCKERRA'S BAKERY","MANHATTAN","248","BROOME ST","10002","8554622292","Bakery",42601,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",17,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"2890",50044976,"FRESH FROM HELL","MANHATTAN","326","W 47TH ST","10036","2129564355","Juice, Smoothies, Fruit Salads",42997,"Violations were cited in the following area(s).","09C","Food contact surface not properly maintained.","Not Critical",25,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"2891",50002768,"VIVA","MANHATTAN","65","SHERMAN AVENUE","10040","2123044780","Tapas",41781,"Violations were cited in the following area(s).","10C","Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms.","Not Critical",11,"A",41781,43138,"Pre-permit (Operational) / Re-inspection"
"2892",41240624,"NEW IVOIRE","MANHATTAN","76","EAST  119 STREET","10035","2124105982","African",43070,"Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",12,"A",43070,43138,"Cycle Inspection / Initial Inspection"
"2893",50033788,"HUNAN DELIGHT","MANHATTAN","1467","YORK AVE","10075","2126288161","Asian",42130,"Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",20,NA,NA,43138,"Pre-permit (Operational) / Initial Inspection"
"2894",50033936,"MANNA'S SOUL FOOD RESTAURANT","MANHATTAN","486","LENOX AVE","10037","2122344488","Soul Food",42494,"Violations were cited in the following area(s).","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.","Critical",10,"A",42494,43138,"Cycle Inspection / Re-inspection"
"2895",41661062,"PERCY'S PIZZA","MANHATTAN","190","BLEEKER STREET","10012","2123881355","Pizza",42039,"Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical",10,"A",42039,43138,"Cycle Inspection / Re-inspection"
"2896",41374711,"NEW TU DO RESTAURANT","MANHATTAN","102","BOWERY","10013","2129662666","Vietnamese/Cambodian/Malaysia",43105,"Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",9,"A",43105,43138,"Cycle Inspection / Re-inspection"
"2897",40585966,"GUY & GALLARD","MANHATTAN","120","EAST   34 STREET","10016","2126843898","American",42524,"Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",22,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"2898",41319055,"GRAND SICHUAN EASTERN","MANHATTAN","1049","2 AVENUE","10022","2123555855","Chinese",42269,"Violations were cited in the following area(s).","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.","Critical",17,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"2899",41253814,"NEW VALENTINO MARKET","MANHATTAN","74","5 AVENUE","10011","2129891313","American",43124,"Violations were cited in the following area(s).","02B","Hot food item not held at or above 140Âº F.","Critical",11,"A",43124,43138,"Cycle Inspection / Re-inspection"
"2900",41535608,"PRONTO PIZZA","MANHATTAN","62","WEST   48 STREET","10036","2129214004","Pizza",42529,"Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical",11,"A",42529,43138,"Cycle Inspection / Re-inspection"
"2901",41337465,"CAFE SELECT","MANHATTAN","212","LAFAYETTE STREET","10012","2129259322","Eastern European",42430,"Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",28,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"2902",40596349,"RICK'S CAFE","MANHATTAN","147","WEST   43 STREET","10036","2128691212","American",42600,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",7,"A",42600,43138,"Cycle Inspection / Initial Inspection"
"2903",50051704,"LITTLE CANAL","MANHATTAN","26","CANAL ST","10002","9174727479","American",42689,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",21,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"2904",50033575,"JACQUES TORRES ICE CREAM","MANHATTAN","89","E 42 ST","10017","2129837353","Ice Cream, Gelato, Yogurt, Ices",42489,"Violations were cited in the following area(s).","16B","The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer_x001A_s documentation not maintained on site.","Not Critical",NA,NA,NA,43138,"Trans Fat / Initial Inspection"
"2905",50056895,"MAXWELLS CHOPHOUSE NY","MANHATTAN","1182","BROADWAY","10001","2124811184","American",43116,"Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical",19,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"2906",50013525,"My Belly's Playlist","MANHATTAN","89","WASHINGTON ST","10006","9173386846","American",42969,"Violations were cited in the following area(s).","04A","Food Protection Certificate not held by supervisor of food operations.","Critical",17,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"2907",50000387,"NUM PANG SANDWICH SHOP","MANHATTAN","75","9 AVE","10011","2123908851","Vietnamese/Cambodian/Malaysia",42635,"Violations were cited in the following area(s).","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.","Critical",16,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"2908",41160620,"TERESA'S GOURMET","MANHATTAN","51","WEST   51 STREET","10019","2122657988","American",42976,"Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",21,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"2909",41211246,"SUNBURST ESPRESSO BAR","MANHATTAN","206","3 AVENUE","10003","2126741702","American",42391,"Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",19,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"2910",50033802,"ONE WORLD OBSERVATORY","MANHATTAN","1","WORLD TRADE CTR","10007","2126024000","American",42195,"Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical",7,"A",42195,43138,"Cycle Inspection / Initial Inspection"
"2911",41706212,"ISOLA","MANHATTAN","994","COLUMBUS AVENUE","10025","2126652970","Italian",43073,"Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",10,"A",43073,43138,"Cycle Inspection / Re-inspection"
"2912",50046406,"SUFFOLK ARMS","MANHATTAN","269","E HOUSTON ST","10002","3472802726","American",43004,"Violations were cited in the following area(s).","22C","Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.","Not Critical",NA,NA,NA,43138,"Administrative Miscellaneous / Re-inspection"
"2913",50040866,"FUEL GRILL","MANHATTAN","112","W 38TH ST","10018","2128403835","American",42296,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",28,NA,NA,43138,"Pre-permit (Operational) / Initial Inspection"
"2914",50048586,"BILL'S NEW YORK CITY","MANHATTAN","57","E 54TH ST","10022","2125182727","American",42712,"Violations were cited in the following area(s).","02B","Hot food item not held at or above 140Âº F.","Critical",12,"A",42712,43138,"Pre-permit (Operational) / Re-inspection"
